pmid	title_e	journal
34704956	Effects of a 2-Week Remote Learning Program on Empathy and Clinical and Communication Skills in Premedical Students: Mixed Methods Evaluation Study.	JMIR Med Educ
34704851	Planning for the emergence of vaccine-resistant SARS-CoV-2: addressing revaccination delivery bottlenecks.	J R Soc Med
34704844	The inequitable impact of Covid-19 among American Indian/Alaskan Native (AI/AN) communities is the direct result of centuries of persecution and racism.	J R Soc Med
34704822	Role of plasma angiotensin II and angiotensin-converting enzyme 2 levels on prognosis and mortality in hypertensive patients with COVID-19.	Biomark Med
34704702	Impact of the COVID19 pandemic on blood pressure control and cardiovascular risk profile in patients with hypertension.	Pol Arch Intern Med
34704695	Understanding COVID-19 in the light of epidemic disease described in Unani medicine.	Drug Metab Pers Ther
34704429	Exploring the scope of homoeopathy in combating the unfortunate consequences of post-COVID-19 survivors based on non-COVID conditions: a narrative review.	J Complement Integr Med
34704394	Detection of SARS-CoV-2 in two cats during the second wave of the COVID-19 pandemic in France.	Vet Med Sci
34704331	National strategies for vaccination against COVID-19 in people living with HIV in Central and Eastern European region.	HIV Med
34704204	COVID-19 Testing and Vaccine Acceptability Among Homeless-Experienced Adults: Qualitative Data from Two Samples.	J Gen Intern Med
34704203	Acute Hypoxemic Respiratory Failure with High Clinical Suspicion of COVID-19 Despite Negative PCR: a Case for Empiric Corticosteroids and Role of Serum Antibody in Diagnosis.	J Gen Intern Med
34704064	Much Needed Medicine: A Qualitative Study of Hawai'i Resident Views During COVID-19.	Hawaii J Health Soc Welf
34703901	Anticoagulation is the answer in treating noncritical COVID-19 patients.	Open Med (Wars)
34703871	Epidemics and pandemics: Is human overpopulation the elephant in the room?	Ethics Med Public Health
34703815	A case of acute encephalopathy and non-ST segment elevation myocardial infarction following mRNA-1273 vaccination: possible adverse effect?	Clin Exp Vaccine Res
34703404	Incidental lung findings in a COVID-19 patient on (18)F-FDG PET/CT done for preoperative evaluation of Marjolin's ulcer-first report from Chhattisgarh.	World J Nucl Med
34703382	Telemedicine monitoring of high-risk coronavirus disease 2019 (COVID-19) patients by family medicine service after discharge from the emergency department.	J Family Community Med
34703296	Hematologic Profiles and Correlation Between Absolute Lymphocyte Count and Neutrophil/Lymphocyte Ratio with Markers of Inflammation of COVID-19 in an Indonesian National Referral Hospital.	Int J Gen Med
34703284	The Effect and the Mechanism of Comprehensive Treatment on the Ocular Surface and the Visual Quality of Online Teachers with a Mild-to-Moderate Dry Eye Condition During the Early Phase of Coronavirus Disease 2019.	Int J Gen Med
34703254	Emergence of Ethnomedical COVID-19 Treatment: A Literature Review.	Infect Drug Resist
34703251	Willingness to Receive COVID-19 Vaccine and Its Determinant Factors Among Lactating Mothers in Ethiopia: A Cross-Sectional Study.	Infect Drug Resist
34703250	Update on the COVID-19 Vaccine Research Trends: A Bibliometric Analysis.	Infect Drug Resist
34702883	Characterizing non-critically ill COVID-19 survivors with and without in-hospital rehabilitation.	Sci Rep
34702427	Natural Transmission and Experimental Models of SARS CoV-2 Infection in Animals.	Comp Med
34702232	Effects of modified BOPPPS-based SPOC and Flipped class on 5th-year undergraduate oral histopathology learning in China during COVID-19.	BMC Med Educ
34702134	Psychosocial Predictors of Intention to Vaccinate Against the Coronavirus (COVID-19).	Behav Med
34702131	Psychological Correlates of Perceived Physical Activity Engagement During the COVID-19 Pandemic Among Previously Active Individuals.	Behav Med
34702091	COVID-19 vaccine outreach in the conflict zone of the Central African Republic.	Med Confl Surviv
34700363	Shared decision-making interventions: An overview and a meta-analysis of their impact on vaccine uptake.	J Intern Med
34700138	STAT: Mobile app helps clinicians manage inpatient emergencies.	Healthc (Amst)
34699618	An Open Label, Adaptive, Phase 1 Trial of High-Dose Oral Nitazoxanide in Healthy Volunteers: An Antiviral Candidate for SARS-CoV-2.	Clin Pharmacol Ther
34699388	Preprint servers in lipidology: current status and future role.	Curr Opin Lipidol
34699259	Pharmacogenomics for Clinical Trials of COVID-19 Medicines: Why Is This Important Now?	OMICS
34698998	Changes in physical activity associated with the COVID-19 pandemic in individuals with overweight and obesity: an interrupted time series analysis with historical controls.	J Behav Med
34698514	COVID-19-Related Care for Hispanic Elderly Adults With Limited English Proficiency.	Ann Intern Med
34698501	GRAd-COV2, a gorilla adenovirus-based candidate vaccine against COVID-19, is safe and immunogenic in younger and older adults.	Sci Transl Med
34698500	Identification of driver genes for critical forms of COVID-19 in a deeply phenotyped young patient cohort.	Sci Transl Med
34698389	Rapid 8-Zone Lung Ultrasound Protocol is Comparable to a Full 12-Zone Protocol for Outcome Prediction in Hospitalized COVID-19 Patients.	J Ultrasound Med
34698318	[COVID-19 immunizations in occupational medicine].	Med Pr
34698315	Association between Obesity and COVID-19 Mortality in Peru: An Ecological Study.	Trop Med Infect Dis
34698280	Clinical Outcomes of Adult Patients Hospitalized with COVID-19 after Vaccination.	Trop Med Infect Dis
34698279	Multisystem Inflammatory Syndrome Associated with SARS-CoV-2 Infection in an Adult: A Case Report from the Maldives.	Trop Med Infect Dis
34697930	National Academy of Medicine of Korea (NAMOK) Key Statements on COVID-19.	J Korean Med Sci
34697824	Optimal diagnostic test allocation strategy during the COVID-19 pandemic and beyond.	Stat Med
34697627	Dynamics of antibody response to BNT162b2 mRNA COVID-19 vaccine after 6 months.	J Travel Med
34697626	Responses of a Pre-hospital Emergency Medical Service During Military Conflict Versus COVID-19: A Retrospective Comparative Cohort Study.	Mil Med
34697605	Fear is the Path to the Dark Side: Unsafe Delivery, One of the Consequences of Fear of the SARS-CoV-2 Pandemic, A Case Report.	Matern Fetal Med
34697584	Idiopathic thrombocytopenic purpura as a hematologic manifestation of COVID-19 infection: A case report.	Respir Med Case Rep
34697582	Cellular Complexity of Hemochorial Placenta: Stem Cell Populations, Insights from scRNA-seq, and SARS-CoV-2 Susceptibility.	Curr Stem Cell Rep
34697578	AI for COVID-19: Battling the pandemic with computational intelligence.	Intell Med
34697502	Neurological complications after first dose of COVID-19 vaccines and SARS-CoV-2 infection.	Nat Med
34697118	Factors associated with the time to return negative RT-PCR from COVID-19 in paediatric patients: a retrospective cohort study.	BMJ Open
34696344	Turmeric Root and Its Bioactive Ingredient Curcumin Effectively Neutralize SARS-CoV-2 In Vitro.	Viruses
34695853	COVID-19 and Cardiac Arrhythmias.	Hamostaseologie
34695794	Case Report: Anaphylactoid Shock Associated with Snakebite Envenoming in Portugal.	Am J Trop Med Hyg
34695788	Sex Workers Should Be Included in COVID-19 Vaccination Efforts.	Am J Trop Med Hyg
34695683	GRP78: A possible relationship of COVID-19 and the mucormycosis; in silico perspective.	Comput Biol Med
34695606	Role of senescence in the chronic health consequences of COVID-19.	Transl Res
34695566	High influenza A prevalence but no SARS-CoV-2 among 2021 Grand Magal pilgrims in Touba, Senegal.	Travel Med Infect Dis
34695505	Mental health and economic stressors associated with high-risk drinking and increased alcohol consumption early in the COVID-19 pandemic in the United States.	Prev Med
34695333	Vertical transmission of SARS-CoV-2. Impact on the nervous system.	Rev Med Inst Mex Seguro Soc
34695187	Synchronization in epidemic growth and the impossibility of selective containment.	Math Med Biol
34694964	Travel during COVID-19 pandemic in Libya: reasons of travel, disease importation and travel regulations.	Libyan J Med
34694349	Guaranteed Financial Incentives for COVID-19 Vaccination: A Pilot Program in North Carolina.	JAMA Intern Med
34694180	The Effect of the Coronavirus-2019 Pandemic on Pediatric Critical Care Fellowship Training.	J Intensive Care Med
34694032	Screening Protocol and Prevalence of Venous Thromboembolic Disease in Hospitalized Patients With COVID-19.	J Ultrasound Med
34693974	Sleepiness and safety at work among night shift NHS nurses.	Occup Med (Lond)
34693778	Increased number of electrocardiogram findings requiring additional cardiac examination in young athletes during the coronavirus disease 2019 pandemic: a case series.	J Int Med Res
34693582	Transfusion 2024: A 5-year plan for clinical and laboratory transfusion in England.	Transfus Med
34693573	Effect of the first year of COVID-19 pandemic on the collection and use of blood components in Colombia monitored through the national haemovigilance system.	Transfus Med
34693401	Emergency physician perspectives on using telehealth with older adults during COVID-19: A qualitative study.	J Am Coll Emerg Physicians Open
34693368	Host-directed therapy, an untapped opportunity for antimalarial intervention.	Cell Rep Med
34693242	Herbal medicine use for the management of COVID-19: A review article.	Metabol Open
34693212	Change in Threads on Twitter Regarding Influenza, Vaccines, and Vaccination During the COVID-19 Pandemic: Artificial Intelligence-Based Infodemiology Study.	JMIR Infodemiology
34693210	Changing to Removable Casts During the Coronavirus Pandemic-Has It Affected Outcomes for Distal Radius Fractures?	SN Compr Clin Med
34693045	Design and analysis of a mechanical ventilation system based on cams.	Heliyon
34693004	COVID-19 messed up my research: Insights from physical activity and nutrition translational research.	Transl J Am Coll Sports Med
34692794	Case Report: Difficulties in the Treatment of a 12-Year-Old Patient With Homozygous Familial Hypercholesterolemia, Compound Heterozygous Form - 5 Years Follow-Up.	Front Cardiovasc Med
34692740	BNT162b2 and ChAdOx1 SARS-CoV-2 Post-vaccination Side-Effects Among Saudi Vaccinees.	Front Med (Lausanne)
34692735	Removal of COVID-19 Spike Protein, Whole Virus, Exosomes, and Exosomal MicroRNAs by the Hemopurifier(R) Lectin-Affinity Cartridge in Critically Ill Patients With COVID-19 Infection.	Front Med (Lausanne)
34692629	A Virtual Approach to Promote Inter-Professional Learning (IPL) Between Biomedical Science and Medicine in Higher Education for the Benefit of Patient Care.	Front Public Health
34692440	Impact of COVID-19 Pandemic on Anesthesia and Critical Care Residents in Spain.	Anesth Pain Med
34692436	An Umbrella Review of Clinical Efficacy and Adverse Cardiac Events Associated with Hydroxychloroquine or Chloroquine with or Without Azithromycin in Patients with COVID-19.	Anesth Pain Med
34692410	Reflections on the potential role of acupuncture and Chinese herbal medicine in the treatment of Covid-19 and subsequent health problems.	Integr Med Res
34692409	Traditional Chinese medicine for COVID-19 pandemic and emerging challenges: An online cross-sectional survey in China.	Integr Med Res
34692378	COVID-19 vaccine acceptance in older Syrian refugees: Preliminary findings from an ongoing study.	Prev Med Rep
34692377	Framework for advancing equity in academic medicine and science: Perspectives from early career female faculty during the COVID-19 pandemic.	Prev Med Rep
34692228	The Virtual Team Member: Remote Engagement of Medical Students in COVID-19 Care.	Med Sci Educ
34692173	Global health education in U.K. universities.	Glob Health J
34691762	Cardiac abnormalities in athletes after SARS-CoV-2 infection: a systematic review.	BMJ Open Sport Exerc Med
34691472	Knowledge and attitude toward coronavirus disease 19 pandemic among Saudi Arabia population: A cross-sectional study.	SAGE Open Med
34691452	Half and half nail, is it a marker of severe COVID-19 infection?	Ann Med Surg (Lond)
34691451	COVID-19 case presented initially with keratoconjunctivitis: A case report.	Ann Med Surg (Lond)
34691444	We can reduce negative paediatric appendicectomy rate: A cohort study.	Ann Med Surg (Lond)
34691408	Incidental diagnosis of a large cardiac thrombus swinging through an interatrial communication in a COVID-19 patient: Case report and literature review.	Ann Med Surg (Lond)
34691321	Evaluation of Plasma Soluble Urokinase Plasminogen Activator Receptor Levels in Patients With COVID-19 and Non-COVID-19 Pneumonia: An Observational Cohort Study.	J Clin Med Res
34691241	Spatial Prediction of COVID-19 in China Based on Machine Learning Algorithms and Geographically Weighted Regression.	Comput Math Methods Med
34691239	Improvement of Sensitivity of Pooling Strategies for COVID-19.	Comput Math Methods Med
34691187	The Valuable Role of Imaging Modalities in the Diagnosis of the Uncommon Presentations of COVID-19: An Educative Case Series.	Case Rep Med
34690930	Interaction of Severe Acute Respiratory Syndrome Coronavirus 2 and Diabetes.	Front Endocrinol (Lausanne)
34690598	Palliative Care: Critical Concepts for the Geropsychiatrist.	Focus (Am Psychiatr Publ)
34690521	In silico Prediction of Mozenavir as a potential drug for SARS-CoV-2 infection via Binding Multiple Drug Targets.	Saudi J Biol Sci
34690493	Outbreak COVID-19 in Medical Image Processing Using Deep Learning: A State-of-the-Art Review.	Arch Comput Methods Eng
34690486	Virtual Transformation and the Use of Social Media: Cardiac Electrophysiology Education in the Post-COVID-19 Era.	Curr Treat Options Cardiovasc Med
34690485	COVID-19: the Risk to Athletes.	Curr Treat Options Cardiovasc Med
34690412	Structure-based docking, pharmacokinetic evaluation, and molecular dynamics-guided evaluation of traditional formulation against SARS-CoV-2 spike protein receptor bind domain and ACE2 receptor complex.	Chem Zvesti
34690400	The future of medicine unlocked.	New Sci
34690363	RdRp (RNA-dependent RNA polymerase): A key target providing anti-virals for the management of various viral diseases.	J Mol Struct
34690260	Cardiac point-of-care ultrasound in hospitalized coronavirus disease-2019 patients: findings and association with outcome.	J Cardiovasc Med (Hagerstown)
34690258	Outcomes of out-of-hospital cardiac arrest in patients with SARS-CoV-2 infection: a systematic review and meta-analysis.	Eur J Emerg Med
34690257	Chronic obstructive pulmonary disease and COVID-19: interrelationships.	Curr Opin Pulm Med
34690256	Pulmonary rehabilitation in a postcoronavirus disease 2019 world: feasibility, challenges, and solutions.	Curr Opin Pulm Med
34690055	COVID-19 vaccination and a severe pain in the neck.	Eur J Intern Med
34690054	Acute Care Visits for Eating Disorders Among Children and Adolescents After the Onset of the COVID-19 Pandemic.	J Adolesc Health
34690021	Bilateral Retinal Detachments in a Healthy 22-year-old Woman After Moderna SARS-COV-2 Vaccination.	J Emerg Med
34689851	Psychosis, Telehealth, and COVID-19: Successes and Lessons Learned From the First Wave of the Pandemic - Erratum.	Disaster Med Public Health Prep
34689456	"Reply to a letter commenting on ""Clinical manifestation, outcomes in pregnant women with COVID-19 and the possibility of vertical transmission: a systematic review of the current data""."	J Perinat Med
34689061	Respiratory rehabilitation for Covid-19 related persistent dyspnoea: A one-year experience.	Respir Med
34688974	A comparative analysis of eleven neural networks architectures for small datasets of lung images of COVID-19 patients toward improved clinical decisions.	Comput Biol Med
34688948	T-cell receptor repertoires as potential diagnostic markers for patients with COVID-19.	Int J Infect Dis
34688926	Triple jeopardy in ageing: COVID-19, co-morbidities and inflamm-ageing.	Ageing Res Rev
34688892	Sweet syndrome in post-COVID-19 infection: A case report.	Travel Med Infect Dis
34688590	Effect of COVID-19 on training and mental health of oral medicine residents in North America.	Oral Surg Oral Med Oral Pathol Oral Radiol
34688553	Parent-Adolescent Conversations About COVID-19 Influence Adolescents' Empathic Concern and Adherence to Health Protective Behaviors.	J Adolesc Health
34688452	COVID-19 Pandemic and Developmental Outcomes in Adolescents and Young Adults: In Search of the Missing Links.	J Adolesc Health
34688441	Pandemic Intern.	Ann Emerg Med
34688436	Colchicine treatment in COVID-19: the remaining unsolved question.	Lancet Respir Med
34688435	Waning immunity to SARS-CoV-2: implications for vaccine booster strategies.	Lancet Respir Med
34688434	Does infection with or vaccination against SARS-CoV-2 lead to lasting immunity?	Lancet Respir Med
34688361	African Medicines Agency to be established.	Lancet
34688203	Identifying pediatric patients with multisystem inflammatory syndrome in children presenting to a pediatric emergency department.	Am J Emerg Med
34688172	A large margin piecewise linear classifier with fusion of deep features in the diagnosis of COVID-19.	Comput Biol Med
34688170	Translational suppression of SARS-COV-2 ORF8 protein mRNA as a Viable therapeutic target against COVID-19: Computational studies on potential roles of isolated compounds from Clerodendrum volubile leaves.	Comput Biol Med
34687733	Symptomology following mRNA vaccination against SARS-CoV-2.	Prev Med
34687656	Long-term immunogenicity of BNT162b2 vaccination in older people and younger health-care workers.	Lancet Respir Med
34687597	Lipase elevation in serum of COVID-19 patients: frequency, extent of increase and clinical value.	Clin Chem Lab Med
34687439	Training During the COVID-19 Lockdown: Knowledge, Beliefs, and Practices of 12,526 Athletes from 142 Countries and Six Continents.	Sports Med
34687386	Correction to: Leveraging knowledge of Asian herbal medicine and its active compounds as COVID-19 treatment and prevention.	J Nat Med
34687139	Vaso-occlusive crisis in a patient with sickle cell trait and COVID-19.	J Cell Mol Med
34687033	[Impact of Covid 19 on endoscopy in Germany].	Z Gastroenterol
34686965	Predictors of Psychological Distress and Resilience in the Post-COVID-19 Era.	Int J Behav Med
34686631	Post-acute COVID-19 Syndrome Negatively Impacts Physical Function, Cognitive Function, Health-Related Quality of Life, and Participation.	Am J Phys Med Rehabil
34686540	Journal update monthly top five.	Emerg Med J
34686444	SARS-Coronavirus-2 seroprevalence in asymptomatic healthy blood donors: Indicator of community spread.	Transfus Apher Sci
34686295	Academic Detailing to Increase Prescribing of HIV Pre-exposure Prophylaxis.	Am J Prev Med
34686291	Georgia Leverages Telehealth to Expand HIV Care Management in Underserved Areas.	Am J Prev Med
34686285	A Pilot of Mail-Out HIV and Sexually Transmitted Infection Testing in Washington, District of Columbia During the COVID-19 Pandemic.	Am J Prev Med
34686281	Syringe Services Programs' Role in Ending the HIV Epidemic in the U.S.: Why We Cannot Do It Without Them.	Am J Prev Med
34686280	Bringing Iowa TelePrEP to Scale: A Qualitative Evaluation.	Am J Prev Med
34686216	Epidemiological and clinical characteristics of patients with suspected COVID-19 admitted in Metro Manila, Philippines.	Trop Med Health
34686214	Correction to: Epidemiological and clinical characteristics of patients with suspected COVID-19 admitted in Metro Manila, Philippines.	Trop Med Health
34686088	An observational cohort study of the performance of the REDS score compared to the SIRS criteria, NEWS2, CURB65, SOFA, MEDS and PIRO scores to risk-stratify emergency department suspected sepsis.	Ann Med
34685505	Evolution of Diploid Progenitor Lung Cell Applications: From Optimized Biotechnological Substrates to Potential Active Pharmaceutical Ingredients in Respiratory Tract Regenerative Medicine.	Cells
34684068	Fatal Association of Mirror and Eisenmenger Syndrome during the COVID-19 Pandemic.	Medicina (Kaunas)
34683878	The Revolving Door of Adenovirus Cell Entry: Not All Pathways Are Equal.	Pharmaceutics
34683178	Treatment and Prognosis of COVID-19 Associated Olfactory and Gustatory Dysfunctions.	J Pers Med
34683156	Dementia Risk among Coronavirus Disease Survivors: A Nationwide Cohort Study in South Korea.	J Pers Med
34683149	Domain-Adaptive Artificial Intelligence-Based Model for Personalized Diagnosis of Trivial Lesions Related to COVID-19 in Chest Computed Tomography Scans.	J Pers Med
34683141	Direct and Indirect Effects of COVID-19 in Frail Elderly: Interventions and Recommendations.	J Pers Med
34683133	Artificial Intelligence and COVID-19 Using Chest CT Scan and Chest X-ray Images: Machine Learning and Deep Learning Approaches for Diagnosis and Treatment.	J Pers Med
34683130	Late Failure of High-Flow Nasal Cannula May Be Associated with High Mortality in COVID-19 Patients: A Multicenter Retrospective Study in the Republic of Korea.	J Pers Med
34683127	Impact of COVID-19 on the Mental Health of Medical Students in Portugal.	J Pers Med
34683115	Biomarkers Associated with Failure of Liberation from Oxygen Therapy in Severe COVID-19: A Pilot Study.	J Pers Med
34683102	Management of COVID-19 Patients in the Emergency Department.	J Pers Med
34683095	Graphical Trajectory Comparison to Identify Errors in Data of COVID-19: A Cross-Country Analysis.	J Pers Med
34683093	Uncertainty, Anxiety and Isolation: Experiencing the COVID-19 Pandemic and Lockdown as a Woman with Polycystic Ovary Syndrome (PCOS).	J Pers Med
34683086	The Impact of the COVID-19 Pandemic on Nursing Care: A Cross-Sectional Survey-Based Study.	J Pers Med
34682920	Effect of Age on Innate and Adaptive Immunity in Hospitalized COVID-19 Patients.	J Clin Med
34682912	The Development of Electronic Health and Artificial Intelligence in Surgery after the SARS-CoV-2 Pandemic-A Scoping Review.	J Clin Med
34682909	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS): An Overview.	J Clin Med
34682907	Incidence and Practice of Early Prone Positioning in Invasively Ventilated COVID-19 Patients-Insights from the PRoVENT-COVID Observational Study.	J Clin Med
34682879	Gastrointestinal Bleeding in Patients with SARS-CoV-2 Infection Managed by Interventional Radiology.	J Clin Med
34682874	When Conventional Oxygen Therapy Fails-The Effectiveness of High-Flow Nasal Oxygen Therapy in Patients with Respiratory Failure in the Course of COVID-19.	J Clin Med
34682869	Effects of COVID-19 Lockdown on Weight, Body Composition, and Behavior of Children, Adolescents, and Young Adults with Prader-Willi Syndrome.	J Clin Med
34682855	The Effects of Income Level on Susceptibility to COVID-19 and COVID-19 Morbidity/Mortality: A Nationwide Cohort Study in South Korea.	J Clin Med
34682810	COVID-19 Associated Choroidopathy.	J Clin Med
34682805	Early Administration of Bamlanivimab in Combination with Etesevimab Increases the Benefits of COVID-19 Treatment: Real-World Experience from the Liguria Region.	J Clin Med
34682801	Real-Life Impact of Glucocorticoid Treatment in COVID-19 Mortality: A Multicenter Retrospective Study.	J Clin Med
34682776	A Systematic Review on Detraining Effects after Balance and Fall Prevention Interventions.	J Clin Med
34682749	The Effects of Previous Asthma and COPD on the Susceptibility to and Severity of COVID-19: A Nationwide Cohort Study in South Korea.	J Clin Med
34682357	Mental Health during the COVID-19 Crisis in Africa: A Systematic Review and Meta-Analysis.	Int J Environ Res Public Health
34681737	Research Progress in Chinese Herbal Medicines for Treatment of Sepsis: Pharmacological Action, Phytochemistry, and Pharmacokinetics.	Int J Mol Sci
34681279	In Vitro Effect of Taraxacum officinale Leaf Aqueous Extract on the Interaction between ACE2 Cell Surface Receptor and SARS-CoV-2 Spike Protein D614 and Four Mutants.	Pharmaceuticals (Basel)
34681142	The Curious Case of Earthworms and COVID-19.	Biology (Basel)
34680210	Current Technologies for RNA-Directed Liquid Diagnostics.	Cancers (Basel)
34679467	The Use of Saliva as a Biosample in the Light of COVID-19.	Diagnostics (Basel)
34679263	Arq Ajib - a wonder Unani formulation for inhibiting SARS-CoV-2 spike glycoprotein and main protease - an in silico approach.	J Complement Integr Med
34679170	Chest Pain and Fever in a Healthcare Provider During the Global Coronavirus Pandemic.	Mil Med
34679144	EPICENTRE - Delivery of high quality acute medical care without transfer to hospital.	Acute Med
34679140	Thrombotic thrombocytopenia following ChAdOx1 nCov-19 vaccination.	Acute Med
34679139	A case report of extensive cerebral venous sinus thrombosis: a sequela of COVID-19?	Acute Med
34679137	D-dimer levels for Risk Stratification in Patients with Suspected COVID-19 - A Prospective Observational Study.	Acute Med
34679132	The experiences of NHS hospital acute medicine departments in England during the first wave of the COVID-19 pandemic.	Acute Med
34678885	Epidemiological characteristics of COVID-19 clusters in Hainan, China.	Medicine (Baltimore)
34678862	Ocular chemical burn associated with gel type alcohol-based hand sanitizer: A case report.	Medicine (Baltimore)
34678760	Hand Hygiene and Mask-Wearing Practices during COVID-19 among Healthcare Workers: Misinformation as a Predictor.	Am J Trop Med Hyg
34678575	Decreases in out of hospital cardiac arrest (OHCA) outcome metrics persist when known COVID patients are excluded from analysis.	Am J Emerg Med
34678526	A Resident-Led Initiative to Advance Diversity, Equity, Inclusion, and Antiracism in a Pediatrics Residency Program.	Acad Pediatr
34678482	Assessing population-sampling strategies for reducing the COVID-19 incidence.	Comput Biol Med
34678422	Editorial commentary: Long COVID-19: A tangled web of lungs, heart, mind, and gender.	Trends Cardiovasc Med
34678417	Advanced applications of mass spectrometry imaging technology in quality control and safety assessments of traditional Chinese medicines.	J Ethnopharmacol
34678213	Addressing the post-acute sequelae of SARS-CoV-2 infection: a multidisciplinary model of care.	Lancet Respir Med
34678103	Practice Guidelines for the Diagnosis of COVID-19-Associated Pulmonary Aspergillosis in an Intensive Care Setting.	J Intensive Care Med
34678091	Moral Injury and Moral Resilience in Health Care Workers during COVID-19 Pandemic.	J Palliat Med
34678084	Top Trends in Multiomics Research: Evaluation of 52 Published Studies and New Ways of Thinking Terminology and Visual Displays.	OMICS
34677919	Uncomfortable Truths - What Covid-19 Has Revealed about Chronic-Disease Care in America.	N Engl J Med
34677789	Oxygen-ozone treatment and COVID-19: antioxidants targeting endothelia lead the scenery.	Intern Emerg Med
34677731	Eugenol, a Component of Holy Basil (Tulsi) and Common Spice Clove, Inhibits the Interaction Between SARS-CoV-2 Spike S1 and ACE2 to Induce Therapeutic Responses.	J Neuroimmune Pharmacol
34677701	Effectiveness of methylprednisolone therapy in patients with a high-risk common type of COVID-19 pneumonia: a retrospective cohort study.	Clin Exp Med
34677489	Laparoscopy in Gynecologic and Abdominal Surgery in Regional (Spinal, Peridural) Anesthesia, the Utility of the Technique during COVID-19 Pandemic.	Medicines (Basel)
34677488	COVID-19 Infection and Neuropathological Features.	Medicines (Basel)
34677486	Impact of Adiposity and Fat Distribution, Rather Than Obesity, on Antibodies as an Illustration of Weight-Loss-Independent Exercise Benefits.	Medicines (Basel)
34677484	Autoimmune Disorders & COVID-19.	Medicines (Basel)
34677178	The Impact of the COVID-19 Pandemic on Dental Education: An Online Survey of Students' Perceptions and Attitudes.	Dent J (Basel)
34677154	Prediction of diagnosis and prognosis of COVID-19 disease by blood gas parameters using decision trees machine learning model: a retrospective observational study.	Med Gas Res
34677151	Effects of Iranian Polyherbal Syrup (Zufa syrup) on oxygen saturation and clinical symptoms in suspected patients with COVID-19: a triple-blinded, randomized, placebo-controlled trial.	Med Gas Res
34677039	The Knowledge of COVID-19 among Health Care Workers in a Nigerian Urban Community and their Willingness to Manage COVID-19 Patients.	West Afr J Med
34676975	COVID-19 swab in patients with suspected open globe.	Emerg Med Australas
34676792	Support needs and barriers to accessing support: Baseline results of a mixed-methods national survey of people bereaved during the COVID-19 pandemic.	Palliat Med
34676581	Virtual screening of functional foods and dissecting their roles in modulating gene functions to support post COVID-19 complications.	J Food Biochem
34676405	The evolving challenges confronting adults living with HIV in three North African countries during the COVID-19 crisis: a survey-based study.	Trans R Soc Trop Med Hyg
34676370	Lipid nanoparticle formulation of niclosamide (nano NCM) effectively inhibits SARS-CoV-2 replication in vitro.	Precis Nanomed
34676273	Effect of COVID-19 Social Isolation Policies on Rehabilitation After Anterior Cruciate Ligament Reconstruction.	Orthop J Sports Med
34676254	Response: Commentary: Case Report: Hyperbilirubinemia in Gilbert Syndrome Attenuates Covid-19-Induced Metabolic Disturbances.	Front Cardiovasc Med
34676222	The Abnormal Imaging of SARS-CoV-2: A Predictive Measure of Disease Severity.	Front Med (Lausanne)
34676221	Clinical Characteristics of Cancer Patients With COVID-19: A Retrospective Multicentric Study in 19 Hospitals Within Hubei, China.	Front Med (Lausanne)
34676081	Challenges for China's medical education in the coming post-COVID-19 era.	Natl Sci Rev
34676075	Predictors of hospital mortality among patients with COVID-19 in Tehran, Iran.	SAGE Open Med
34676000	Effectiveness of COVID-19 vaccines and their challenges (Review).	Exp Ther Med
34675742	Improving Medical Education in Hematology and Transfusion Medicine in Canada: Standards and Limitations.	Adv Med Educ Pract
34675627	Construction and Investigation of Competing Endogenous RNA Networks and Candidate Genes Involved in SARS-CoV-2 Infection.	Int J Gen Med
34675435	Global increase in depression and anxiety.	Nat Med
34675180	[Contribution of the occupational health to the COVID-19 pandemic control.]	Rev Esp Salud Publica
34675171	[Influenza vaccination in medical and nursing students in the Covid-19 era: how to improve it?]	Rev Esp Salud Publica
34675129	Mental health among UK university staff and postgraduate students in the early stages of the COVID-19 pandemic.	Occup Environ Med
34675111	Imaging in Post-COVID Lung Disease (PCLD): does [(18)F]-FDG-PET/CT have the Key?	J Nucl Med
34674787	Pilot Testing of Simulation in the Evaluation of a Novel, Rapidly Deployable Electronic Health Record for use in Disaster Intensive Care.	Disaster Med Public Health Prep
34674772	Tuberculosis amidst COVID-19 pandemic in India: unspoken challenges and the way forward.	Trop Med Health
34674735	Correction to: Tocilizumab for patients with COVID-19 pneumonia. The single-arm TOCIVID-19 prospective trial.	J Transl Med
34674519	Adverse outcomes in patients with heart failure admitted for COVID-19 in association with renin-angiotensin-aldosterone system inhibitors.	Pol Arch Intern Med
34674416	Value of hypocalcemia and thromboinflammatory biomarkers for prediction of COVID-19 severity during the second wave: were all the waves the same?	Clin Chem Lab Med
34674408	The pandemic silver lining: preparing osteopathic learners to address healthcare needs using telehealth.	J Osteopath Med
