pmid	title_e	journal
34466658	Coronavirus-19 Multisystem Inflammatory Syndrome in Children (MIS-C): A Pediatric Simulation Case for Residents, Fellows, and Advanced Practice Providers.	MedEdPORTAL
34463284	Vascular skin manifestations in patients with severe COVID-19 in intensive care units: a monocentric prospective study.	Eur J Dermatol
34459420	Multisystem inflammatory syndrome with persistent neutropenia in neonate exposed to SARS-CoV-2 virus: A case report and review of literature.	J Neonatal Perinatal Med
34459300	20-Year-old female with fever, cough, and dyspnea: Acute lupus pneumonitis during the pandemic of coronavirus disease 2019 (COVID-19).	Lupus
34459036	Clinicopathological features of cutaneous reactions after mRNA-based COVID-19 vaccines.	J Eur Acad Dermatol Venereol
34456487	The COVID rash that puts the 'U' in GROUCH!	Proc (Bayl Univ Med Cent)
34446945	Virology and Etiopathogenesis of COVID-19 with Special Reference to Cutaneous Implications.	Indian J Dermatol
34444014	A Systematic Review of Characteristics Associated with COVID-19 in Children with Typical Presentation and with Multisystem Inflammatory Syndrome.	Int J Environ Res Public Health
34441034	Erythema Multiforme and COVID-19: What Do We Know?	Medicina (Kaunas)
34435935	Pityriasis rosea after administration of Pfizer-BioNTech COVID-19 vaccine.	Hum Vaccin Immunother
34433686	Neonatal MIS-C: Managing the Cytokine Storm.	Pediatrics
34433495	Delayed skin reaction after mRNA-1273 vaccine against SARS-CoV-2: a rare clinical reaction.	Eur J Med Res
34431530	COVID-19 vaccination and exanthema-like eruption.	Clin Exp Dermatol
34428954	Epstein-Barr Virus Coinfection in COVID-19.	J Investig Med High Impact Case Rep
34423142	Moderna COVID-19 vaccine induced skin rash.	Vis J Emerg Med
34422717	Case Report: Mitral Valve Involvement and First-Degree Atrial-Ventricular Block in Two Patients With Multisystem Inflammatory Syndrome in Children.	Front Pediatr
34413042	A case of Bartonellosis presenting as a puzzling multisystem disorder complicated by nosocomial COVID-19 infection.	BMJ Case Rep
34413034	Sudden cardiac death in a young boy with multisystemic inflammatory syndrome in children (MISC).	BMJ Case Rep
34411409	Severe and life-threatening COVID-19-related mucocutaneous eruptions: A systematic review.	Int J Clin Pract
34406477	Kidney involvement and histological findings in two pediatric COVID-19 patients.	Pediatr Nephrol
34406301	Pediatric multisystem inflammatory syndrome associated with COVID-19: urgent attention required.	Rev Assoc Med Bras (1992)
34406241	New papulovesicular rash in the course of COVID-19 signaling viral reactivation.	Rev Assoc Med Bras (1992)
34404671	Varicella zoster virus meningitis with rashes masked by a mask as a precaution for COVID-19.	BMJ Case Rep
34399001	Symmetrical drug-related intertriginous and flexural exanthema like eruption associated with COVID-19 vaccination.	Clin Exp Dermatol
34393023	SARS-CoV-2-associated Henoch-Schonlein purpura in a 13-year-old girl.	Arch Pediatr
34392371	Mucocutaneous Findings of Multisystem Inflammatory Syndrome in Children: A Single-Center Experience.	J Trop Pediatr
34391695	Palms and soles itchiness as a side effect of COVID-19 vaccination.	J Infect Public Health
34390376	A case of reactivation of varicella-zoster virus after BNT162b2 vaccine second dose?	Inflamm Res
34388287	Influence of anti-COVID-19 policies on 10 pediatric infectious diseases.	Pediatr Int
34385830	Synthesis of the Data on COVID-19 Skin Manifestations: Underlying Mechanisms and Potential Outcomes.	Clin Cosmet Investig Dermatol
34385205	Post-COVID-19 multisystem inflammatory syndrome in children.	Can Fam Physician
34385203	The COVID-19 pandemic and its skin effects.	Can Fam Physician
34377609	A Rare Case of Herpes Zoster in an Adult Patient Recovered From Symptomatic Reinfection of COVID-19.	Cureus
34358176	Purpuric Skin Rash in a Patient Undergoing Pfizer-BioNTech COVID-19 Vaccination: Histological Evaluation and Perspectives.	Vaccines (Basel)
34354592	Medicinal Plants Used for Treating Mild Covid-19 Symptoms Among Thai Karen and Hmong.	Front Pharmacol
34336483	Hereditary Chorea Associated With and Aggravated by Systemic Lupus Erythematosus.	Cureus
34336288	Coronavirus Disease 2019-Related Multisystem Inflammatory Syndrome in Children: A Systematic Review and Meta-Analysis.	Biochem Res Int
34336192	Erythema multiforme eruption due to SARS-COV 2: Case report.	Ann Med Surg (Lond)
34330722	Immune thrombocytopenic purpura and acute liver injury after COVID-19 vaccine.	BMJ Case Rep
34326117	Multisystem inflammatory syndrome in an adult following the SARS-CoV-2 vaccine (MIS-V).	BMJ Case Rep
34322810	Bioinformatic analyses suggest augmented interleukin-17 signaling as the mechanism of COVID-19-associated herpes zoster.	Environ Sci Pollut Res Int
34322248	Infectious-mononucleosis-like exanthema associated with COVID-19 in a child.	Clin Case Rep
34320413	Safety and Reactogenicity of the ChAdOx1 (AZD1222) COVID-19 Vaccine in Saudi Arabia.	Int J Infect Dis
34316719	The Cutaneous Manifestations Associated with COVID-19: A review.	Am J Dermatol Res Rev
34312136	Acute encephalitis, myoclonus and Sweet syndrome after mRNA-1273 vaccine.	BMJ Case Rep
34307634	Histopathology and immunophenotyping of late onset cutaneous manifestations of COVID-19 in elderly patients: Three case reports.	World J Clin Cases
34302327	Comparison of Clinical Features and Outcome of Dengue Fever and Multisystem Inflammatory Syndrome in Children Associated With COVID-19 (MIS-C).	Indian Pediatr
34301692	Kawasaki-like multisystem inflammatory syndrome associated with SARS-CoV-2 infection in an adult.	BMJ Case Rep
34294590	Bullous drug eruption after second dose of mRNA-1273 (Moderna) COVID-19 vaccine: Case report.	J Infect Public Health
34292163	The Impact of COVID-19-Related Restrictions on Social and Daily Activities of Parents, People With Disabilities, and Older Adults: Protocol for a Longitudinal, Mixed Methods Study.	JMIR Res Protoc
34285180	A Case of Immune Thrombocytopenia After BNT162b2 mRNA COVID-19 Vaccination.	Am J Case Rep
34279833	Cutaneous Manifestations of COVID-19: Early Diagnosis and Prognostic Information.	Adv Exp Med Biol
34276178	Delayed Skin Rash After Receiving SARS-CoV-2 mRNA Moderna Vaccine.	Infect Dis Clin Pract (Baltim Md)
34274492	Safety and Tolerability of SARS-CoV2 Emergency-Use Authorized Vaccines for Allogeneic Hematopoietic Stem Cell Transplant Recipients.	Transplant Cell Ther
34272031	Dermatologic manifestations of COVID-19-associated multisystem inflammatory syndrome in children.	Clin Dermatol
34272030	Cutaneous manifestations of COVID-19 in children (and adults): A virus that does not discriminate.	Clin Dermatol
34271815	Kawasaki Shock Syndrome and Covid-19.	J Coll Physicians Surg Pak
34270454	Papular-Vesicular Rash in COVID-19.	Am J Trop Med Hyg
34269548	Oral mucosal lesions and oral symptoms of the SARS-CoV-2 infection.	Minerva Dent Oral Sci
34268022	COVID-19 Vaccination-Induced Rash: Does the Choice of Vaccine Matter?	Cureus
34266487	COVID-19 vaccination associated severe immune thrombocytopenia.	Exp Hematol Oncol
34258268	Patient Recovery from COVID-19 Infections: Follow-Up of Hair, Nail, and Cutaneous Manifestations.	Biomed Res Int
34255583	Lactoferrin: The Natural Protector of the Eye against Coronavirus-19.	Ocul Immunol Inflamm
34255231	Prognosis of rash and chilblain-like lesions among outpatients with COVID-19: a large cohort study.	Eur J Clin Microbiol Infect Dis
34253167	Corona virus disease 2019-associated Stevens-Johnson syndrome: a case report.	BMC Ophthalmol
34250736	"Erythema migrans-like rash after Moderna vaccine: An uncommon type of ""COVID arm""."	Dermatol Ther
34246424	Clinical and radiological findings for the new multisystem inflammatory syndrome in children associated with COVID-19.	Radiologia (Engl Ed)
34222134	A rare case of shingles after COVID-19 vaccine: is it a possible adverse effect?	Clin Exp Vaccine Res
34220204	Multisystem Inflammatory Syndrome in Children and Adolescents (MIS-C) under the Setting of COVID-19: A Review of Clinical Presentation, Workup and Management.	Infect Dis (Auckl)
34216759	Acute graft-versus-host disease after liver transplantation in a close contact with COVID-19: A case report.	Transpl Immunol
34216133	Range of Varicella Zoster Co-Infections with COVID-19, Singapore.	Infect Chemother
34211788	New-Onset Bullous Pemphigoid in a COVID-19 Patient.	Case Rep Dermatol Med
34210694	Giant coronary artery aneurysm as a feature of coronavirus-related inflammatory syndrome.	BMJ Case Rep
34209269	Ocular and Systemic Manifestations in Paediatric Multisystem Inflammatory Syndrome Associated with COVID-19.	J Clin Med
34204243	Investigation of Long COVID Prevalence and Its Relationship to Epstein-Barr Virus Reactivation.	Pathogens
34202233	Cutaneous Manifestations in SARS-CoV-2 Infection-A Series of Cases from the Largest Infectious Diseases Hospital in Western Romania.	Healthcare (Basel)
34198360	Short-term outcome of pregnant women vaccinated with BNT162b2 mRNA COVID-19 vaccine.	Ultrasound Obstet Gynecol
34194998	A curious case of Lyme carditis in an urban hospital.	IDCases
34191904	Disseminated Herpes Zoster During COVID-19.	Infect Dis Clin Pract (Baltim Md)
34187423	Development and validation of an automated emergency department-based syndromic surveillance system to enhance public health surveillance in Yukon: a lower-resourced and remote setting.	BMC Public Health
34172701	Potential severe pediatric SARS-CoV-2-induced multisystem inflammatory syndrome resembles dengue infection.	Trop Biomed
34167874	Clinical and histopathological views of morbilliform rash after COVID-19 mRNA vaccination mimic those in SARS-CoV-2 virus infection-associated cutaneous manifestations.	J Dermatol Sci
34157151	Cutaneous and systemic hyperinflammation drives maculopapular drug exanthema in severely ill COVID-19 patients.	Allergy
34154620	Outcomes of COVID-19 in a cohort of pediatric patients with rheumatic diseases.	Pediatr Rheumatol Online J
34152424	Clinical Profile and Risk Factors for Severe Disease in 402 Children Hospitalized with SARS-CoV-2 from India: Collaborative Indian Pediatric COVID Study Group.	J Trop Pediatr
34151022	Skin lesions in children during the first wave of the SARS-CoV-2 pandemic.	Med Clin (Engl Ed)
34150403	Cutaneous and Pulmonary Manifestations: COVID-19 Virus or Coccidioidomycosis?	Cureus
34148697	COVID-19 associated Kawasaki-like multisystem inflammatory syndrome in an adult.	Rev Esp Anestesiol Reanim (Engl Ed)
34146347	The significance of exanthems in COVID-19 patients hospitalized at a tertiary care centre.	J Eur Acad Dermatol Venereol
34145775	Skin rashes after SARS-CoV-2 vaccine: which relationship, if any?	Immun Inflamm Dis
34138472	Systemic drug-related intertriginous and flexural exanthema like eruption after CoronaVac vaccine.	J Eur Acad Dermatol Venereol
34129032	COVID-19 in a Subset of Hospitalized Children in Israel.	J Pediatric Infect Dis Soc
34105843	Multisystem inflammatory syndrome in children (MISC): A systematic review.	Int J Clin Pract
34104908	Multisystemic inflammatory syndrome in children associated with COVID-19: a single center experience in Turkey.	Turk Arch Pediatr
34103044	COVID-19 related multisystem inflammatory syndrome in children (MIS-C): a case series from a tertiary care pediatric hospital in Qatar.	BMC Pediatr
34086881	Incidence and Characteristics of Delayed Injection Site Reaction to the mRNA-1273 SARS-CoV2 Vaccine (Moderna) in a Cohort of Hospital Employees.	Clin Infect Dis
34084761	The COVID-19 pandemic and orthodontic practice in Nigeria.	J Orthod Sci
34069751	Clinical Manifestations of COVID-19 in the Feet: A Review of Reviews.	J Clin Med
34062530	Multisystem Inflammatory Syndrome in Children Associated with COVID-19: A Review with an Emphasis on Mucocutaneous and Kawasaki Disease-Like Findings.	Dermatology
34052147	Severe acute respiratory syndrome coronavirus 2-related multisystem inflammatory syndrome in children mimicking Kawasaki disease.	Arch Cardiovasc Dis
34051739	Primary meningococcal arthritis in a COVID-19 18-year-old man: a case report and review of the literature.	BMC Infect Dis
34037158	COVID-19 presenting as acute generalized exanthematous pustulosis associated with multiorgan dysfunction in a 44-year-old female patient.	Rev Inst Med Trop Sao Paulo
34031153	Petechial skin rash associated with CoronaVac vaccination: first cutaneous side effect report before phase 3 results.	Eur J Hosp Pharm
34028528	Multisystem Inflammatory Syndrome in Children (MIS-C) Associated with COVID-19: A Case Series Experience in a Tertiary Care Hospital of Southern Turkey.	J Trop Pediatr
34017709	Cutaneous manifestations associated with COVID-19 in children: A systematic review.	J Family Med Prim Care
34016448	[Skin lesions in children during the first wave of the SARS-CoV-2 pandemic].	Med Clin (Barc)
34013600	Not all that glitters is COVID-19: a case series demonstrating the need for histopathology when skin findings accompany SARS-CoV-2 infection.	J Eur Acad Dermatol Venereol
34013488	Similarities and differences between multiple inflammatory syndrome in children associated with COVID-19 and Kawasaki disease: clinical presentations, diagnosis, and treatment.	World J Pediatr
34007286	Clinical Characteristics and Outcomes of COVID-19 in Children in Northern Iran.	Int J Pediatr
34003557	Recognition and treatment of devastating vasculopathic systemic disorders: Coronavirus disease 2019 and rickettsioses.	Dermatol Ther
34001567	Cutaneous manifestations of infections: an update for general physicians.	Clin Med (Lond)
34001215	Reconvalescent plasma/camostat mesylate in early SARS-CoV-2 Q-PCR positive high-risk individuals (RES-Q-HR): a structured summary of a study protocol for a randomized controlled trial.	Trials
33999400	[Rare but potentially life-threatening - Multisystem inflammatory syndrome in adults - a case description].	Lakartidningen
33995781	A case of multisystem inflammatory syndrome in an African adolescent male: case report.	Pan Afr Med J
33995692	[Tonic water and quinine-a bicentennial booming cocktail].	Rev Fr Allergol (2009)
33994586	[COVID-19 associated Kawasaki-like multisystem inflammatory syndrome in an adult].	Rev Esp Anestesiol Reanim
33987629	A patient with COVID-19 and a skin rash.	Aust J Gen Pract
33986390	A retrospective cohort study of 12,306 pediatric COVID-19 patients in the United States.	Sci Rep
33972052	Pandemics throughout the centuries.	Clin Dermatol
33972039	COVID-19: The experience from Italy.	Clin Dermatol
33963765	International registry of dermatological manifestations secondary to COVID-19 infection in 347 Hispanic patients from 25 countries.	Int J Dermatol
33956250	Clinical features and outcome of MIS-C patients: an experience from Central Anatolia.	Clin Rheumatol
33952874	INSTRUCTIONS: A New Rash Differential: CoVID-19.	Adv Emerg Nurs J
33952873	A New Rash Differential: CoVID-19.	Adv Emerg Nurs J
33942541	Pleomorphicskin eruptions in a COVID-19 affected patient: Case report and review of the literature.	Immun Inflamm Dis
33928912	Testing for and identification of Multisystem Inflammatory Syndrome in children in the pediatric emergency department.	Curr Opin Pediatr
33927445	Granular parakeratosis secondary to benzalkonium chloride exposure from common household laundry rinse aids.	N Z Med J
33904952	Imaging findings of multisystem inflammatory syndrome in children associated with COVID-19.	Pediatr Radiol
33904379	A case of multisystem inflammatory syndrome in children in a Japanese boy: with discussion of cytokine profile.	Mod Rheumatol Case Rep
33896791	Community-based study links skin rashes to COVID-19.	Saudi Med J
33890746	SARS-CoV-2 associated multisystem inflammatory syndrome in children (MIS-C). A single center's experience.	Minerva Pediatr (Torino)
33887455	Cutaneous manifestations associated with anosmia, ageusia and enteritis in SARS-CoV-2 infection - A possible pattern? Observational study and review of the literature.	Int J Infect Dis
33886411	Safety survey by clinical pharmacists on COVID-19 vaccination from a single center in China.	Hum Vaccin Immunother
33884312	Incidence of Kawasaki disease before and during the COVID-19 pandemic: a retrospective cohort study in Japan.	BMJ Paediatr Open
33875508	'Long COVID' syndrome.	BMJ Case Rep
33872279	Multisystem Inflammatory Syndrome in Infants <12 months of Age, United States, May 2020-January 2021.	Pediatr Infect Dis J
33859845	Cutaneous Vasculopathy in a COVID-19 Critically Ill Patient: A Histologic, Immunohistochemical, and Electron Microscopy Study.	Case Rep Crit Care
33847291	Differences Between Pediatric Acute Myocarditis Related and Unrelated to SARS-CoV-2.	Pediatr Infect Dis J
33842208	COVID-19-associated leukocytoclastic vasculitis leading to gangrene and amputation.	IDCases
33840926	The COVID-19 hydroxychloroquine prophylaxis perception of Indian anesthesiologists: A survey-based original article.	J Anaesthesiol Clin Pharmacol
33832113	Pityriasis rosea Gibert triggered by SARS-CoV-2 infection: A case report.	Medicine (Baltimore)
33830937	SARS-CoV-2-associated inflammatory multisystem disease in a 15-year-old boy	Orv Hetil
33827885	Leucocytoclastic vasculitis secondary to COVID-19 infection in a young child.	BMJ Case Rep
