word,frequency,log frequency
coronavirus,814,6.70196036600254
group,813,6.70073110954781
data,804,6.6895992691789665
therapy,789,6.670766320845874
most,767,6.642486801367256
used,754,6.625392368007956
years,742,6.60934924316738
results,741,6.608000625296087
all,734,6.598509028614515
care,730,6.593044534142437
symptoms,725,6.586171654854675
who,724,6.584791392385716
use,722,6.582025138892826
it,719,6.577861357721047
other,701,6.55250788703459
high,699,6.54965074223381
control,692,6.539585955617669
such,672,6.51025834052315
diagnosis,664,6.498282149476434
management,642,6.464588303689961
age,627,6.440946540632921
patient,619,6.428105272684596
among,619,6.428105272684596
vaccination,617,6.424869023905388
ischemic,609,6.411818267709897
time,606,6.406879986069314
review,604,6.403574197934815
1,599,6.395261598115449
early,598,6.393590753950631
no,597,6.391917113392602
first,596,6.39024066706535
its,591,6.3818160174060985
viral,589,6.3784261836515865
using,587,6.375024819828097
different,581,6.364750756851911
increased,574,6.352629396319567
both,574,6.352629396319567
significant,568,6.342121418721152
compared,567,6.340359303727752
one,557,6.322565239927284
syndrome,557,6.322565239927284
To,555,6.318968113746434
those,554,6.317164686747284
ventricular,552,6.313548046277095
only,550,6.309918278226516
new,549,6.3080984415095305
However,549,6.3080984415095305
two,545,6.300785794663244
rate,543,6.297109319933935
left,539,6.289715570908998
should,538,6.2878585601617845
including,537,6.285998094508865
important,532,6.2766434893416445
well,525,6.263398262591624
will,505,6.22455842927536
population,505,6.22455842927536
potential,502,6.218600119691729
present,499,6.212606095751519
3,489,6.192362489474872
viruses,488,6.1903154058531475
less,488,6.1903154058531475
analysis,485,6.184148890937483
higher,483,6.180016653652572
testing,482,6.1779441140506
significantly,479,6.171700597410915
there,476,6.16541785423142
could,472,6.156978985585555
about,470,6.152732694704104
against,470,6.152732694704104
human,470,6.152732694704104
vaccines,461,6.133398042996649
development,457,6.124683390894205
evidence,457,6.124683390894205
artery,455,6.12029741895095
case,453,6.115892125483034
role,452,6.113682179832232
response,451,6.111467339502679
current,451,6.111467339502679
hospital,446,6.100318952020064
p,445,6.09807428216624
test,445,6.09807428216624
function,444,6.095824562432225
within,439,6.0844994130751715
effective,437,6.07993319509559
infections,435,6.075346031088684
days,430,6.063785208687608
number,430,6.063785208687608
groups,428,6.059123195581797
strokes,427,6.056784013228625
outcomes,424,6.049733455231958
when,421,6.042632833682381
effects,420,6.040254711277414
cardiac,419,6.037870919922137
showed,419,6.037870919922137
found,411,6.018593214496234
into,410,6.016157159698354
reported,408,6.0112671744041615
positive,405,6.003887067106539
These,404,6.0014148779611505
2019,403,5.998936561946683
death,401,5.993961427306569
It,398,5.986452005284438
changes,397,5.983936280687191
common,392,5.971261839790462
blood,392,5.971261839790462
diagnostic,390,5.966146739123692
transmission,388,5.961005339623274
cause,388,5.961005339623274
H1N1,387,5.958424693029782
without,385,5.953243334287785
heart,385,5.953243334287785
95,383,5.948034989180646
medical,382,5.945420608606575
cells,381,5.942799375126701
research,380,5.940171252720432
-,380,5.940171252720432
due,379,5.937536205082426
available,379,5.937536205082426
based,378,5.934894195619588
chronic,374,5.924255797414532
increase,372,5.918893854273146
tests,368,5.908082938168931
airway,368,5.908082938168931
over,368,5.908082938168931
our,366,5.902633333401366
detection,364,5.8971538676367405
severity,364,5.8971538676367405
novel,364,5.8971538676367405
AMI,363,5.8944028342648505
MI,363,5.8944028342648505
findings,363,5.8944028342648505
public,360,5.886104031450156
levels,359,5.883322388488279
prevention,359,5.883322388488279
specific,356,5.87493073085203
caused,356,5.87493073085203
incidence,354,5.869296913133774
system,354,5.869296913133774
outcome,353,5.8664680569332965
low,352,5.863631175598097
onset,352,5.863631175598097
individuals,349,5.855071922202427
information,345,5.84354441703136
major,344,5.840641657373398
samples,344,5.840641657373398
developed,343,5.8377304471659395
effect,343,5.8377304471659395
impact,342,5.834810737062605
diseases,340,5.8289456176102075
cell,338,5.823045895483019
rates,338,5.823045895483019
identified,338,5.823045895483019
There,335,5.814130531825066
observed,330,5.799092654460526
prevalence,329,5.796057750765372
trials,329,5.796057750765372
performed,326,5.786897381366708
provide,324,5.780743515792329
many,323,5.777652323222656
CI,323,5.777652323222656
immune,321,5.771441123130016
strategies,319,5.765191102784844
lower,318,5.762051382780177
some,318,5.762051382780177
total,317,5.75890177387728
period,317,5.75890177387728
three,316,5.755742213586912
whether,313,5.746203190540153
months,312,5.7430031878094825
related,311,5.739792912179234
spread,311,5.739792912179234
primary,311,5.739792912179234
Although,310,5.736572297479192
following,309,5.733341276897746
measures,307,5.726847747587197
therapeutic,305,5.720311776607412
through,305,5.720311776607412
2009,305,5.720311776607412
level,304,5.717027701406222
countries,303,5.713732805509369
recent,301,5.707110264748875
need,301,5.707110264748875
global,301,5.707110264748875
possible,301,5.707110264748875
identify,296,5.69035945432406
they,296,5.69035945432406
complications,296,5.69035945432406
morbidity,295,5.68697535633982
subjects,294,5.683579767338681
assess,292,5.676753802268282
aim,292,5.676753802268282
model,289,5.666426688112432
several,286,5.655991810819852
activity,285,5.652489180268651
evaluate,281,5.638354669333745
Asthma,280,5.634789603169249
illness,278,5.627621113690637
rapid,278,5.627621113690637
imaging,277,5.6240175061873385
10,276,5.62040086571715
adults,275,5.616771097666572
report,275,5.616771097666572
before,274,5.6131281063880705
6,274,5.6131281063880705
year,274,5.6131281063880705
Objective,273,5.60947179518496
large,270,5.598421958998375
4,270,5.598421958998375
women,269,5.594711379601839
differences,269,5.594711379601839
inflammation,268,5.5909869805108565
determine,267,5.58724865840025
people,267,5.58724865840025
efficacy,265,5.579729825986222
anterior,263,5.572154032177765
methods,262,5.568344503761097
outbreak,261,5.564520407322694
emergency,261,5.564520407322694
association,261,5.564520407322694
considered,260,5.560681631015528
improve,259,5.556828061699537
5,259,5.556828061699537
better,259,5.556828061699537
sensitivity,258,5.552959584921617
history,258,5.552959584921617
life,257,5.54907608489522
mean,256,5.545177444479562
known,256,5.545177444479562
mechanisms,255,5.541263545158426
treated,255,5.541263545158426
each,254,5.537334267018537
drugs,254,5.537334267018537
type,254,5.537334267018537
flow,253,5.53338948872752
often,253,5.53338948872752
shown,252,5.529429087511423
future,251,5.5254529391317835
method,251,5.5254529391317835
how,250,5.521460917862246
demonstrated,249,5.517452896464707
suggest,248,5.5134287461649825
B,247,5.5093883366279774
approach,246,5.5053315359323625
further,244,5.497168225293202
reduce,243,5.493061443340548
hours,241,5.484796933490655
intervention,241,5.484796933490655
epidemic,240,5.480638923341991
lung,240,5.480638923341991
exercise,239,5.476463551931511
characteristics,238,5.472270673671475
knowledge,238,5.472270673671475
confirmed,237,5.4680601411351315
failure,237,5.4680601411351315
Our,237,5.4680601411351315
asthmatic,236,5.4638318050256105
understanding,236,5.4638318050256105
similar,236,5.4638318050256105
protein,235,5.459585514144159
P,235,5.459585514144159
because,234,5.455321115357702
events,234,5.455321115357702
vs,232,5.44673737166631
respectively,232,5.44673737166631
RNA,232,5.44673737166631
greater,231,5.442417710521793
evaluated,231,5.442417710521793
infarct,231,5.442417710521793
normal,231,5.442417710521793
bronchial,230,5.438079308923196
limited,229,5.43372200355424
size,229,5.43372200355424
conditions,228,5.429345628954441
models,228,5.429345628954441
highly,227,5.424950017481403
article,226,5.420534999272286
antiviral,226,5.420534999272286
being,226,5.420534999272286
purpose,225,5.41610040220442
effectiveness,225,5.41610040220442
included,225,5.41610040220442
seasonal,224,5.4116460518550396
interventions,224,5.4116460518550396
brain,224,5.4116460518550396
long-term,224,5.4116460518550396
would,223,5.407171771460119
Influenza,223,5.407171771460119
phase,223,5.407171771460119
value,222,5.402677381872279
guidelines,221,5.3981627015177525
factor,219,5.389071729816501
prognosis,219,5.389071729816501
quality,219,5.389071729816501
aimed,219,5.389071729816501
right,218,5.384495062789089
2020,217,5.37989735354046
antibodies,216,5.375278407684165
12,215,5.3706380281276624
remains,215,5.3706380281276624
20,214,5.365976015021851
if,213,5.3612921657094255
while,213,5.3612921657094255
studied,212,5.356586274672012
reduced,211,5.351858133476067
general,211,5.351858133476067
exposure,211,5.351858133476067
assessed,210,5.3471075307174685
surveillance,210,5.3471075307174685
pressure,209,5.342334251964811
cerebral,209,5.342334251964811
responses,209,5.342334251964811
addition,209,5.342334251964811
antibody,209,5.342334251964811
deaths,209,5.342334251964811
result,208,5.337538079701318
any,208,5.337538079701318
assessment,207,5.332718793265369
worldwide,206,5.327876168789581
tested,206,5.327876168789581
presence,206,5.327876168789581
Health,206,5.327876168789581
out,206,5.327876168789581
n,206,5.327876168789581
agents,205,5.3230099791384085
causes,205,5.3230099791384085
reperfusion,204,5.318119993844216
various,203,5.313205979041787
likely,203,5.313205979041787
Stroke,203,5.313205979041787
negative,203,5.313205979041787
strains,202,5.308267697401205
cardiovascular,202,5.308267697401205
pulmonary,201,5.303304908059076
elderly,201,5.303304908059076
detected,200,5.298317366548036
infected,199,5.293304824724492
did,199,5.293304824724492
presented,197,5.2832037287379885
might,197,5.2832037287379885
them,197,5.2832037287379885
15,196,5.278114659230517
very,196,5.278114659230517
drug,196,5.278114659230517
describe,196,5.278114659230517
inflammatory,195,5.272999558563747
especially,193,5.262690188904886
obtained,192,5.2574953720277815
admission,192,5.2574953720277815
strategy,190,5.247024072160486
Patients,190,5.247024072160486
per,190,5.247024072160486
work,190,5.247024072160486
monitoring,189,5.241747015059643
healthcare,189,5.241747015059643
still,188,5.236441962829949
particularly,188,5.236441962829949
previous,188,5.236441962829949
evaluation,187,5.231108616854587
recovery,187,5.231108616854587
increasing,187,5.231108616854587
regarding,186,5.225746673713202
practice,186,5.225746673713202
needed,186,5.225746673713202
literature,185,5.220355825078324
assay,185,5.220355825078324
occurred,185,5.220355825078324
elevation,185,5.220355825078324
initial,184,5.214935757608986
however,184,5.214935757608986
status,184,5.214935757608986
functional,184,5.214935757608986
30,182,5.204006687076795
follow-up,181,5.198497031265826
young,181,5.198497031265826
social,181,5.198497031265826
As,179,5.187385805840755
community,178,5.181783550292085
develop,177,5.176149732573829
mild,177,5.176149732573829
investigate,177,5.176149732573829
course,176,5.170483995038151
multiple,176,5.170483995038151
objective,175,5.1647859739235145
relationship,175,5.1647859739235145
investigated,175,5.1647859739235145
under,174,5.159055299214529
made,174,5.159055299214529
even,174,5.159055299214529
help,174,5.159055299214529
improved,173,5.153291594497779
atrial,173,5.153291594497779
process,173,5.153291594497779
season,173,5.153291594497779
late,172,5.147494476813453
peak,172,5.147494476813453
underlying,172,5.147494476813453
world,172,5.147494476813453
second,171,5.14166355650266
criteria,171,5.14166355650266
All,171,5.14166355650266
revealed,171,5.14166355650266
older,171,5.14166355650266
secondary,170,5.135798437050262
genetic,169,5.1298987149230735
discussed,169,5.1298987149230735
RT-PCR,168,5.123963979403259
examined,168,5.123963979403259
areas,168,5.123963979403259
complex,168,5.123963979403259
Here,167,5.117993812416755
conducted,167,5.117993812416755
fibrillation,167,5.117993812416755
ST,167,5.117993812416755
same,166,5.111987788356544
include,166,5.111987788356544
support,166,5.111987788356544
approaches,166,5.111987788356544
features,166,5.111987788356544
wall,165,5.10594547390058
standard,165,5.10594547390058
aged,165,5.10594547390058
described,164,5.099866427824199
collected,164,5.099866427824199
leading,164,5.099866427824199
China,164,5.099866427824199
United,164,5.099866427824199
up,164,5.099866427824199
assays,164,5.099866427824199
CT,164,5.099866427824199
show,163,5.093750200806762
four,163,5.093750200806762
received,163,5.093750200806762
main,162,5.087596335232384
reaction,162,5.087596335232384
individual,160,5.075173815233827
score,160,5.075173815233827
useful,160,5.075173815233827
symptom,159,5.0689042022202315
specificity,159,5.0689042022202315
currently,159,5.0689042022202315
therapies,159,5.0689042022202315
appropriate,159,5.0689042022202315
avian,159,5.0689042022202315
laboratory,158,5.062595033026967
order,158,5.062595033026967
since,158,5.062595033026967
50,158,5.062595033026967
day,158,5.062595033026967
populations,158,5.062595033026967
gene,158,5.062595033026967
infectious,158,5.062595033026967
performance,157,5.056245805348308
direct,157,5.056245805348308
index,157,5.056245805348308
protection,156,5.049856007249537
thrombolysis,156,5.049856007249537
pneumonia,156,5.049856007249537
admitted,156,5.049856007249537
frequency,156,5.049856007249537
prevent,156,5.049856007249537
poor,155,5.043425116919247
asymptomatic,155,5.043425116919247
million,155,5.043425116919247
tissue,154,5.0369526024136295
importance,154,5.0369526024136295
established,154,5.0369526024136295
ischemia,154,5.0369526024136295
immunity,153,5.030437921392435
change,153,5.030437921392435
ratio,153,5.030437921392435
systems,153,5.030437921392435
inferior,153,5.030437921392435
required,153,5.030437921392435
chest,152,5.0238805208462765
area,152,5.0238805208462765
humans,151,5.017279836814924
host,151,5.017279836814924
angioplasty,150,5.0106352940962555
range,150,5.0106352940962555
influence,149,5.003946305945459
0001,149,5.003946305945459
physical,149,5.003946305945459
burden,149,5.003946305945459
parameters,149,5.003946305945459
surgery,149,5.003946305945459
lead,148,4.997212273764115
difference,148,4.997212273764115
States,148,4.997212273764115
small,148,4.997212273764115
provides,148,4.997212273764115
allergic,148,4.997212273764115
24,147,4.990432586778736
Objectives,147,4.990432586778736
ECG,147,4.990432586778736
H5N1,147,4.990432586778736
molecular,147,4.990432586778736
persons,146,4.983606621708336
hospitalization,146,4.983606621708336
condition,146,4.983606621708336
7,145,4.976733742420574
14,145,4.976733742420574
pathogenesis,145,4.976733742420574
recurrent,145,4.976733742420574
obstruction,145,4.976733742420574
optimal,145,4.976733742420574
environmental,145,4.976733742420574
survival,145,4.976733742420574
During,145,4.976733742420574
must,145,4.976733742420574
strain,144,4.969813299576001
defined,144,4.969813299576001
across,144,4.969813299576001
decreased,144,4.969813299576001
additional,144,4.969813299576001
affected,144,4.969813299576001
IgG,143,4.962844630259907
25,143,4.962844630259907
detect,142,4.955827057601261
weeks,142,4.955827057601261
diagnosed,142,4.955827057601261
hospitals,142,4.955827057601261
improvement,142,4.955827057601261
OR,142,4.955827057601261
depression,141,4.948759890378168
safety,141,4.948759890378168
critical,141,4.948759890378168
discuss,141,4.948759890378168
key,141,4.948759890378168
Therefore,140,4.941642422609304
either,140,4.941642422609304
100,140,4.941642422609304
education,139,4.9344739331306915
outbreaks,139,4.9344739331306915
serum,139,4.9344739331306915
plasma,139,4.9344739331306915
recommended,138,4.927253685157205
school,138,4.927253685157205
few,138,4.927253685157205
given,138,4.927253685157205
where,138,4.927253685157205
developing,137,4.919980925828125
occlusion,137,4.919980925828125
childhood,137,4.919980925828125
controlled,136,4.912654885736052
potentially,135,4.90527477843843
damage,135,4.90527477843843
reduction,135,4.90527477843843
benefit,135,4.90527477843843
acid,135,4.90527477843843
essential,134,4.897839799950911
rapidly,134,4.897839799950911
experience,134,4.897839799950911
frequent,134,4.897839799950911
vascular,134,4.897839799950911
according,134,4.897839799950911
Introduction,134,4.897839799950911
occur,134,4.897839799950911
although,133,4.890349128221754
determined,133,4.890349128221754
estimated,133,4.890349128221754
pain,133,4.890349128221754
setting,132,4.882801922586371
For,132,4.882801922586371
11,132,4.882801922586371
genes,131,4.875197323201151
adverse,131,4.875197323201151
seen,131,4.875197323201151
analyzed,131,4.875197323201151
overall,131,4.875197323201151
An,131,4.875197323201151
whereas,131,4.875197323201151
shock,130,4.867534450455582
frequently,130,4.867534450455582
techniques,130,4.867534450455582
estimate,130,4.867534450455582
wave,130,4.867534450455582
characterized,130,4.867534450455582
lack,129,4.859812404361672
epidemics,129,4.859812404361672
protective,129,4.859812404361672
Thus,129,4.859812404361672
target,129,4.859812404361672
epidemiological,129,4.859812404361672
previously,129,4.859812404361672
dose,128,4.852030263919617
andor,128,4.852030263919617
recommendations,128,4.852030263919617
prior,128,4.852030263919617
least,128,4.852030263919617
attack,127,4.844187086458591
rare,127,4.844187086458591
challenge,127,4.844187086458591
volume,127,4.844187086458591
now,127,4.844187086458591
proportion,127,4.844187086458591
daily,127,4.844187086458591
best,126,4.836281906951478
disorders,126,4.836281906951478
contribute,126,4.836281906951478
workers,126,4.836281906951478
so,126,4.836281906951478
single,126,4.836281906951478
injury,126,4.836281906951478
adult,126,4.836281906951478
neurological,126,4.836281906951478
variants,126,4.836281906951478
five,126,4.836281906951478
Despite,125,4.8283137373023015
local,125,4.8283137373023015
binding,125,4.8283137373023015
After,125,4.8283137373023015
identification,124,4.820281565605037
STEMI,124,4.820281565605037
ischaemic,124,4.820281565605037
symptomatic,124,4.820281565605037
treatments,124,4.820281565605037
past,124,4.820281565605037
relative,123,4.812184355372417
trial,123,4.812184355372417
suggests,123,4.812184355372417
medication,123,4.812184355372417
myocardium,123,4.812184355372417
paper,123,4.812184355372417
measured,123,4.812184355372417
emerging,122,4.804021044733257
inhaled,122,4.804021044733257
indicate,122,4.804021044733257
difficult,122,4.804021044733257
stress,122,4.804021044733257
fraction,122,4.804021044733257
values,122,4.804021044733257
dysfunction,122,4.804021044733257
hypertension,122,4.804021044733257
mechanism,121,4.795790545596741
persistent,121,4.795790545596741
proteins,120,4.787491742782046
efforts,120,4.787491742782046
six,120,4.787491742782046
unit,120,4.787491742782046
angiography,120,4.787491742782046
understand,120,4.787491742782046
percutaneous,119,4.77912349311153
expression,119,4.77912349311153
thrombolytic,119,4.77912349311153
involved,119,4.77912349311153
segment,119,4.77912349311153
predictive,118,4.770684624465665
screening,118,4.770684624465665
followed,118,4.770684624465665
indicated,118,4.770684624465665
ability,118,4.770684624465665
percent,117,4.762173934797756
rehabilitation,117,4.762173934797756
reducing,117,4.762173934797756
16,117,4.762173934797756
relevant,117,4.762173934797756
regions,117,4.762173934797756
published,117,4.762173934797756
8,116,4.7535901911063645
part,116,4.7535901911063645
One,116,4.7535901911063645
particular,116,4.7535901911063645
family,116,4.7535901911063645
costs,116,4.7535901911063645
sample,116,4.7535901911063645
combination,115,4.74493212836325
001,115,4.74493212836325
Since,115,4.74493212836325
reports,114,4.736198448394496
arterial,114,4.736198448394496
then,114,4.736198448394496
recently,114,4.736198448394496
basis,114,4.736198448394496
lesions,114,4.736198448394496
necessary,114,4.736198448394496
flu,114,4.736198448394496
13,114,4.736198448394496
reviewed,113,4.727387818712341
animal,113,4.727387818712341
pediatric,113,4.727387818712341
types,113,4.727387818712341
moderate,113,4.727387818712341
signs,113,4.727387818712341
diabetes,113,4.727387818712341
leads,113,4.727387818712341
40,112,4.718498871295094
contrast,112,4.718498871295094
participants,112,4.718498871295094
Of,112,4.718498871295094
training,112,4.718498871295094
PCR,112,4.718498871295094
Severe,111,4.709530201312334
healthy,111,4.709530201312334
air,111,4.709530201312334
physicians,111,4.709530201312334
conclusion,111,4.709530201312334
receptor,111,4.709530201312334
compare,111,4.709530201312334
With,111,4.709530201312334
ejection,110,4.700480365792417
authors,110,4.700480365792417
sensitive,110,4.700480365792417
challenges,110,4.700480365792417
affect,110,4.700480365792417
inhibitors,110,4.700480365792417
Furthermore,110,4.700480365792417
successful,110,4.700480365792417
Acute,110,4.700480365792417
examine,109,4.6913478822291435
men,109,4.6913478822291435
region,109,4.6913478822291435
isolated,109,4.6913478822291435
independent,109,4.6913478822291435
oral,109,4.6913478822291435
decrease,109,4.6913478822291435
h,109,4.6913478822291435
spike,109,4.6913478822291435
randomized,108,4.68213122712422
commonly,108,4.68213122712422
distribution,108,4.68213122712422
hospitalized,108,4.68213122712422
network,108,4.68213122712422
occurrence,108,4.68213122712422
remain,108,4.68213122712422
occupational,108,4.68213122712422
administration,108,4.68213122712422
died,108,4.68213122712422
correlation,108,4.68213122712422
little,107,4.672828834461906
AF,107,4.672828834461906
suggested,107,4.672828834461906
do,107,4.672828834461906
approximately,107,4.672828834461906
variables,106,4.663439094112067
cohort,106,4.663439094112067
mutations,106,4.663439094112067
times,106,4.663439094112067
medicine,106,4.663439094112067
exacerbations,106,4.663439094112067
versus,106,4.663439094112067
despite,106,4.663439094112067
motor,106,4.663439094112067
Among,106,4.663439094112067
patterns,106,4.663439094112067
chain,106,4.663439094112067
No,105,4.653960350157523
body,105,4.653960350157523
fever,105,4.653960350157523
last,105,4.653960350157523
mainly,105,4.653960350157523
delay,105,4.653960350157523
become,105,4.653960350157523
At,105,4.653960350157523
baseline,105,4.653960350157523
activation,105,4.653960350157523
Most,105,4.653960350157523
suspected,104,4.6443908991413725
national,104,4.6443908991413725
60,104,4.6443908991413725
cardiogenic,104,4.6443908991413725
subsequent,104,4.6443908991413725
focus,104,4.6443908991413725
asthmatics,104,4.6443908991413725
problems,104,4.6443908991413725
good,104,4.6443908991413725
interval,104,4.6443908991413725
usually,103,4.634728988229636
antigenic,103,4.634728988229636
65,103,4.634728988229636
unknown,103,4.634728988229636
attention,103,4.634728988229636
March,103,4.634728988229636
benefits,103,4.634728988229636
mechanical,103,4.634728988229636
pathophysiology,103,4.634728988229636
antigen,102,4.624972813284271
duration,102,4.624972813284271
National,102,4.624972813284271
series,102,4.624972813284271
Coronavirus,102,4.624972813284271
December,102,4.624972813284271
predict,102,4.624972813284271
much,102,4.624972813284271
combined,102,4.624972813284271
measure,102,4.624972813284271
event,102,4.624972813284271
emergence,102,4.624972813284271
resulting,101,4.61512051684126
economic,101,4.61512051684126
regression,101,4.61512051684126
carotid,101,4.61512051684126
highest,101,4.61512051684126
thus,101,4.61512051684126
pandemics,101,4.61512051684126
site,101,4.61512051684126
systematic,101,4.61512051684126
end,101,4.61512051684126
perfusion,100,4.605170185988092
reverse,100,4.605170185988092
examination,100,4.605170185988092
thrombosis,100,4.605170185988092
induced,100,4.605170185988092
alternative,100,4.605170185988092
prognostic,100,4.605170185988092
comparison,99,4.59511985013459
underwent,99,4.59511985013459
9,99,4.59511985013459
access,99,4.59511985013459
wheezing,99,4.59511985013459
New,99,4.59511985013459
On,99,4.59511985013459
confidence,99,4.59511985013459
correlated,99,4.59511985013459
airways,98,4.584967478670572
European,98,4.584967478670572
problem,98,4.584967478670572
preventing,98,4.584967478670572
program,98,4.584967478670572
around,98,4.584967478670572
MRI,98,4.584967478670572
provided,97,4.574710978503383
absence,97,4.574710978503383
US,97,4.574710978503383
reliable,97,4.574710978503383
saliva,97,4.574710978503383
regional,97,4.574710978503383
arteries,97,4.574710978503383
taken,97,4.574710978503383
therefore,97,4.574710978503383
degree,97,4.574710978503383
discharge,97,4.574710978503383
increases,97,4.574710978503383
pregnant,97,4.574710978503383
yet,97,4.574710978503383
via,97,4.574710978503383
tool,97,4.574710978503383
responsible,97,4.574710978503383
routine,97,4.574710978503383
concern,96,4.564348191467836
production,96,4.564348191467836
19,96,4.564348191467836
clinically,96,4.564348191467836
isolation,96,4.564348191467836
epidemiology,96,4.564348191467836
circulation,96,4.564348191467836
led,96,4.564348191467836
specimens,96,4.564348191467836
resistance,96,4.564348191467836
does,95,4.553876891600541
pattern,95,4.553876891600541
play,95,4.553876891600541
posterior,95,4.553876891600541
angina,94,4.543294782270004
needs,94,4.543294782270004
polymerase,94,4.543294782270004
17,94,4.543294782270004
contact,94,4.543294782270004
mice,94,4.543294782270004
proposed,94,4.543294782270004
relatively,94,4.543294782270004
relation,93,4.532599493153256
corticosteroids,93,4.532599493153256
surgical,93,4.532599493153256
old,93,4.532599493153256
comprehensive,93,4.532599493153256
attacks,93,4.532599493153256
cost,93,4.532599493153256
nasopharyngeal,93,4.532599493153256
cognitive,93,4.532599493153256
state,93,4.532599493153256
means,93,4.532599493153256
Purpose,92,4.5217885770490405
active,92,4.5217885770490405
systemic,92,4.5217885770490405
21,91,4.51085950651685
average,91,4.51085950651685
experimental,91,4.51085950651685
majority,91,4.51085950651685
selected,91,4.51085950651685
terms,91,4.51085950651685
emerged,91,4.51085950651685
disability,90,4.499809670330265
005,90,4.499809670330265
international,90,4.499809670330265
ongoing,90,4.499809670330265
long,90,4.499809670330265
tract,90,4.499809670330265
capacity,90,4.499809670330265
placebo,90,4.499809670330265
interest,90,4.499809670330265
controls,90,4.499809670330265
uptake,90,4.499809670330265
stage,90,4.499809670330265
smoking,89,4.48863636973214
remodeling,89,4.48863636973214
serious,89,4.48863636973214
abnormalities,89,4.48863636973214
male,89,4.48863636973214
medications,89,4.48863636973214
resulted,89,4.48863636973214
accuracy,89,4.48863636973214
S,89,4.48863636973214
ST-segment,88,4.477336814478207
application,88,4.477336814478207
intravenous,88,4.477336814478207
echocardiography,88,4.477336814478207
vaccinated,88,4.477336814478207
COPD,88,4.477336814478207
presenting,88,4.477336814478207
structure,88,4.477336814478207
widely,88,4.477336814478207
form,88,4.477336814478207
design,88,4.477336814478207
cancer,88,4.477336814478207
Myocardial,87,4.465908118654584
I,87,4.465908118654584
H3N2,87,4.465908118654584
survey,87,4.465908118654584
settings,87,4.465908118654584
processes,87,4.465908118654584
predictors,87,4.465908118654584
issues,87,4.465908118654584
analyses,87,4.465908118654584
child,87,4.465908118654584
Recent,86,4.454347296253507
week,86,4.454347296253507
unclear,86,4.454347296253507
accurate,86,4.454347296253507
swabs,86,4.454347296253507
transient,86,4.454347296253507
fatal,85,4.442651256490317
extent,85,4.442651256490317
variant,85,4.442651256490317
stenosis,85,4.442651256490317
circulating,85,4.442651256490317
vessel,85,4.442651256490317
Several,85,4.442651256490317
scores,85,4.442651256490317
explore,85,4.442651256490317
manifestations,84,4.430816798843313
achieved,84,4.430816798843313
require,84,4.430816798843313
preventive,84,4.430816798843313
mass,84,4.430816798843313
substantial,84,4.430816798843313
immunization,84,4.430816798843313
cellular,84,4.430816798843313
complication,84,4.430816798843313
central,84,4.430816798843313
implications,84,4.430816798843313
programs,84,4.430816798843313
investigation,84,4.430816798843313
pathways,83,4.418840607796598
median,83,4.418840607796598
animals,83,4.418840607796598
markers,83,4.418840607796598
procedures,83,4.418840607796598
While,83,4.418840607796598
II,83,4.418840607796598
70,83,4.418840607796598
applied,83,4.418840607796598
requires,82,4.406719247264253
evolution,82,4.406719247264253
agent,82,4.406719247264253
real-time,82,4.406719247264253
action,82,4.406719247264253
questionnaire,82,4.406719247264253
T,82,4.406719247264253
oseltamivir,82,4.406719247264253
