link,title,abstract,tag,author,keyword
https://pubmed.ncbi.nlm.nih.gov/6573653/,Diabetes insipidus as a complication of acute myelomonocytic leukaemia,"A female patient, aged 44, with diabetes insipidus as a complication of acute myelomonocytic leukaemia (AMML) is described. She presented with bleeding, anaemia, polyuria and polydypsia. She was treated with intranasal vasopressin for diabetes insipidus and responded well to treatment. Chemotherapy was administered for the leukaemia and a full remission was achieved. The patient relapsed a few days before final admission to hospital and died of septicaemia 7 months after initial diagnosis. A short review of the literature related to this subject is also presented.",,D Philippakos;S Kakouros;J Dervenoulas;E Pontidas,diabetes
https://pubmed.ncbi.nlm.nih.gov/20235031/,[Lymphadenopathy and diabetes insipidus - association],"We report the case of a 62 year old women with chronic idiopathic myelofibrosis who developed acute lymphadenopathy. At the same time diabetes insipidus, osteolytic bone lesions and exanthema of the skin were diagnosed. Suspected Langerhans cell histiocytosis could be proven by repeated biopsies of affected organs. Therapy was started in accordance with the recommendations of the Histiocyte Society.",,R Zahnd;A Oestmann;M Ebnöther,diabetes
https://pubmed.ncbi.nlm.nih.gov/32876570/,"A comparison of clinical, laboratory and chest CT findings of laboratory-confirmed and clinically diagnosed COVID-19 patients at first admission","Purpose: This study aims to identify chest computed tomography (CT) characteristics of coronavirus disease 2019 (COVID-19), investigate the association between CT findings and laboratory or demographic findings, and compare the accuracy of chest CT with reverse transcription-polymerase chain reaction (RT-PCR).",,Taha Yusuf Kuzan;Kübra Murzoğlu Altıntoprak;Hatice Özge Çiftçi;Umut Ergül;Nur Betül Ünal Özdemir;Muhammet Bulut;Nurettin Yiyit,covid-19
https://pubmed.ncbi.nlm.nih.gov/33446823/,In vivo multimodal optical imaging of dermoscopic equivocal melanocytic skin lesions,"There is a wide range of equivocal melanocytic lesions that can be clinically and dermoscopically indistinguishable from early melanoma. In the present work, we assessed the possibilities of combined using of multiphoton microscopy (MPM) and optical coherence angiography (OCA) for differential diagnosis of the equivocal melanocytic lesions. Clinical and dermoscopic examinations of 60 melanocytic lesions revealed 10 benign lesions and 32 melanomas, while 18 lesions remained difficult to diagnose. Histopathological analysis of these lesions revealed 4 intradermal, 3 compound and 3 junctional nevi in the ""benign"" group, 7 superficial spreading, 14 lentigo maligna and 11 nodular melanomas in the ""melanoma"" group and 2 lentigo simplex, 4 dysplastic nevi, 6 melanomas in situ, 4 invasive lentigo melanomas and 2 invasive superficial spreading melanomas in the ""equivocal"" group. On the basis of MPM, a multiphoton microscopy score (MPMS) has been developed for quantitative assessment of melanoma features at the cellular level, that showed lower score for benign lesions compare with malignant ones. OCA revealed that the invasive melanoma has a higher vessel density and thicker blood vessels than melanoma in situ and benign lesions. Discriminant functions analysis of MPM and OCA data allowed to differentiate correctly between all equivocal melanocytic lesions. Therefore, we demonstrate, for the first time, that a combined use of MPM and OCA has the potential to improve early diagnosis of melanoma.",,V Elagin;E Gubarkova;O Garanina;D Davydova;N Orlinskaya;L Matveev;I Klemenova;I Shlivko;M Shirmanova;E Zagaynova,melanoma
https://pubmed.ncbi.nlm.nih.gov/15579748/,Posterior pituitary dysfunction after traumatic brain injury,"Disorders of water balance are well recognized after traumatic brain injury (TBI), but there are no reliable data on their true prevalence in post-TBI patients. We aimed to evaluate the prevalence of posterior pituitary dysfunction in a large cohort of survivors of TBI. One hundred two consecutive patients (85 males) who suffered severe or moderate TBI were evaluated for diabetes insipidus (DI) at a median of 17 months (range 6-36 months) after the event, using the 8-h water deprivation test (WDT). Their results were compared against normative data obtained from 27 matched, healthy controls. Patients' medical records were retrospectively reviewed for the presence of abnormalities of salt and water balance in the immediate post-TBI period. Twenty-two patients (21.6%) developed DI in the immediate post-TBI period (acute DI group), of whom five had abnormal WDT on later testing. In total, seven patients (6.9%) had abnormal WDT (permanent DI group), five of whom had partial DI. Patients in the acute and permanent DI groups were more likely to have more severe TBI, compared with the rest of the cohort (P < 0.05). In the immediate post-TBI period, 13 patients (12.9%) had syndrome of inappropriate secretion of antidiuretic hormone, which persisted in one patient, and one other patient developed cerebral salt wasting. Diabetes insipidus and syndrome of inappropriate secretion of antidiuretic hormone were common in the immediate post-TBI period. Permanent DI was present in 6.9% of patients who survived severe or moderate TBI, which is higher than traditionally thought. Identification of patients with partial posttraumatic DI is important because appropriate treatment may reduce morbidity and optimize the potential for recovery.",,Amar Agha;Evan Thornton;Patrick O'Kelly;William Tormey;Jack Phillips;Christopher J Thompson,diabetes
https://pubmed.ncbi.nlm.nih.gov/20549054/,[Choroidal and ciliary body melanoma: case report],"Ocular melanomas correspond to 5% of all melanomas and 85% of them have its origin in the uveal tract. Uveal melanoma is the most common primary intraocular malignant tumor in the adult. In this article, a case of uveal melanoma in a 31 year-old female patient, with photopsia, hyperemia and low visual acuity in the left eye with evolution of 4 months is presented. In the ophthalmologic examination, visual acuity was lower than 20/400, a large tumoral mass was noted at the nasal region behind the iris with anterior lens displacement, anterior chamber narrowing and serous retinal detachment. The ocular echography suggested a large tumoral mass as a choroidal melanoma extending to the ciliary body. The confirmation diagnosis was possible through the histopathologic examination.",,Aline Amaral Fulgêncio da Cunha;Nara Helena Teixeira Rodrigues;Grazziella Acácio E Almeida;Bruno Carvalho Picanço;João Agostini Netto,melanoma
https://pubmed.ncbi.nlm.nih.gov/12431131/,"Diabetes insipidus in children: pathophysiology, diagnosis and management","In diabetes insipidus, the amount of water ingested and the quantity and concentration of urine produced needs to be carefully regulated if fluid volume and osmolality are to be maintained within the normal range. One of the principal mechanisms controlling urine output is vasopressin which is released from the posterior pituitary gland and enhances water reabsorption from the renal collecting duct. In diabetes insipidus, the excessive production of dilute urine, and the causes of this clinical picture can be divided into three main groups: the first is primary polydipsia where the amount of fluid ingested is inappropriately large; the second group is cranial diabetes insipidus where the production of vasopressin is abnormally low; and, the third group is nephrogenic diabetes insipidus where the kidney response to vasopressin is impaired. The history and examination may suggest an underlying explanation for diabetes insipidus but a range of baseline and more extensive investigations may be required before a diagnosis can be reached. These investigations are not without risk, and the results need to be interpreted carefully because children do not always segregate neatly into a particular diagnostic category on the basis of one test alone. Children with cranial diabetes insipidus typically respond to arginine vasopressin or its manufactured analogue, desmopressin, with an increase in urine osmolality and an associated reduction in urine output. Such children usually require neuroimaging to look for evidence of evolving CNS pathology, such as an intracranial tumour. Vasopressin ""replacement"" with desmopressin is the treatment of choice in patients with cranial diabetes insipidus although extreme caution is required when treating babies or small children because of the danger of fluid overload. Abnormal production of other pituitary hormones in children with CNS disease can also influence fluid balance. Nephrogenic diabetes insipidus can be due to abnormal electrolyte concentrations, therefore these should be measured as part of the initial assessment. In a small number of children the defect is a primary abnormality of the vasopressin receptor or one of the water channel proteins (aquaporins) involved in water transport. The treatment of these patients is difficult and typically involves therapy with a diuretic such as chlorothiazide, as well as indomethacin. These agents enhance urine osmolality by their effect on circulating volume and renal solute and water handling. The fluid intake of most young children with primary polydipsia can be safely reduced to a more appropriate level.",,Tim Cheetham;Peter H Baylis,diabetes
https://pubmed.ncbi.nlm.nih.gov/1003172/,[Hereditary optic atrophies],"Congenital or infantile autosomal recessive optic atrophy is rare. The autosomal recessive syndrome of optic atrophy associated with diabetes is less rare. Dominant juvenile optic atrophy occurs frequently. Behr's heredo-familial optic atrophy, with its neurological mainfestations and its recessive autosomal inheritance, is rare. Sex-linked optic atrophy is exceptional. Leber's optic neuritis occurs frequently. Its heredity is apparently sex-linked, but no classical mode of transmission can be applied. Cytoplasmic heredity is the most probable.",,J Francois,diabetes
https://pubmed.ncbi.nlm.nih.gov/691204/,"Evaluation of a new antidiuretic agent, desmopressin acetate (DDAVP)",Desmopressin acetate is a synthetic vasopressin analogue administered by the intranasal route. It is long-acting and well tolerated and may be the agent of choice for treating central diabetes insipidus.,,M E Kosman,diabetes
https://pubmed.ncbi.nlm.nih.gov/10779095/,Headache in patients with mild to moderate hypertension is generally not associated with simultaneous blood pressure elevation,"Objective: Although headache is regarded a symptom of hypertension, its relation to blood pressure, especially in mild and moderate hypertension, is not clear. Thus, the aim of the study was to investigate whether headache in patients with mild to moderate hypertension may be attributed to simultaneous elevations in blood pressure.",,P Kruszewski;L Bieniaszewski;J Neubauer;B Krupa-Wojciechowska,hypertension
https://pubmed.ncbi.nlm.nih.gov/34024060/,[COVID-19 Vaccination for Cancer Patients: Progress and Preliminary Recommendations],"The pandemic of coronavirus disease 2019 (COVID-19) has had a serious impact on global health. COVID-19 vaccines may be one of the most effective measure to end the pandemic. High infection risk and higher serious incident and mortality rates have been shown in cancer patients with COVID-19. Therefore, cancer patients should be the priority group for COVID-19 prevention. Until now, data of COVID-19 vaccination for cancer patients is lacking. We review the interim data of safety and immune-efficacy of COVID-19 vaccination in cancer patients based on the latest studies. Due to the complicated immune systems of cancer patients caused by the malignancy and anticancer treatments, we proposed preliminary specific COVID-19 vaccination recommendations for cancer patients with different anticancer treatments and at different stages of the disease. Preventing COVID-19 with vaccinations for cancer patients is crucial, and we call for more large-scale clinical trials and real-world studies, for further COVID-19 vaccination recommendations development. .",,Luo Wang;Yan Xu;Lu Zhang;Junping Fan;Ruili Pan;Jinglan Wang;Mengzhao Wang,covid-19
https://pubmed.ncbi.nlm.nih.gov/2197875/,Indomethacin treatment for polyhydramnios and subsequent infantile nephrogenic diabetes insipidus,"A case of polyhydramnios was effectively treated with amniotic fluid decompression and indomethacin. Six months later nephrogenic diabetes insipidus was diagnosed and indomethacin was again effectively used. By reducing urine output, indomethacin controlled both in utero and extrauterine polyuria in this patient.",,L G Smith Jr;B Kirshon;D B Cotton,diabetes
https://pubmed.ncbi.nlm.nih.gov/8450519/,Platelet intracellular pH and glucose metabolism in hypertensive patients,"Intracellular platelet pH was studied by the BCECF fluorescent pH-sensitive intracellular indicator method in 52 patients with essential hypertension and 42 control subjects of similar age and sex. In 40 hypertensive patients studied by oral glucose tolerance test (standard OGTT) 23 presented with pathological blood glucose and plasma insulin values. Intracellular pH was on average higher in hypertensives (7.415 +/- 0.114, mean +/- SD) than in controls (7.348 +/- 0.109, P < 0.05), although there was a considerable overlap in values. In the group of hypertensive patients, no difference was observed between those with normal and those with pathological OGTT. There was also no significant correlation between intracellular pH and blood glucose, plasma insulin after OGTT, plasma cholesterol and triglycerides, age, BP or body mass index. These data are consistent with an anomaly of intraplatelet pH, perhaps owing to alteration of Na+/H+ exchange in essential hypertension, but do not indicate that this is related to a condition of hyper-insulinaemia or insulin resistance.",,C Lechi;E Arosio;M Zannoni;P Guzzo;P Delva;G Montesi;A Lechi,hypertension
https://pubmed.ncbi.nlm.nih.gov/26689234/,Clinical Investigation of Benign Asbestos Pleural Effusion,"There is no detailed information about benign asbestos pleural effusion (BAPE). The aim of the study was to clarify the clinical features of BAPE. The criteria of enrolled patients were as follows: (1) history of asbestos exposure; (2) presence of pleural effusion determined by chest X-ray, CT, and thoracentesis; and (3) the absence of other causes of effusion. Clinical information was retrospectively analysed and the radiological images were reviewed. There were 110 BAPE patients between 1991 and 2012. All were males and the median age at diagnosis was 74 years. The median duration of asbestos exposure and period of latency for disease onset of BAPE were 31 and 48 years, respectively. Mean values of hyaluronic acid, adenosine deaminase, and carcinoembryonic antigen in the pleural fluid were 39,840 ng/mL, 23.9 IU/L, and 1.8 ng/mL, respectively. Pleural plaques were detected in 98 cases (89.1%). Asbestosis was present in 6 (5.5%) cases, rounded atelectasis was detected in 41 (37.3%) cases, and diffuse pleural thickening (DPT) was detected in 30 (27.3%) cases. One case developed lung cancer (LC) before and after BAPE. None of the cases developed malignant pleural mesothelioma (MPM) during the follow-up.",,Nobukazu Fujimoto;Kenichi Gemba;Keisuke Aoe;Katsuya Kato;Takako Yokoyama;Ikuji Usami;Kazuo Onishi;Keiichi Mizuhashi;Toshikazu Yusa;Takumi Kishimoto,chest
https://pubmed.ncbi.nlm.nih.gov/33711691/,Handling and accuracy of four rapid antigen tests for the diagnosis of SARS-CoV-2 compared to RT-qPCR,Background: SARS-CoV-2 molecular diagnostics is facing material shortages and long turnaround times due to exponential increase of testing demand.,Accuracy; Handling; Rapid antigen test AgPOCT; SARS-CoV-2.,Flaminia Olearo;Dominik Nörz;Fabian Heinrich;Jan Peter Sutter;Kevin Roedl;Alexander Schultze;Julian Schulze Zur Wiesch;Platon Braun;Lisa Oestereich;Benno Kreuels;Dominic Wichmann;Martin Aepfelbacher;Susanne Pfefferle;Marc Lütgehetmann,covid-19
https://pubmed.ncbi.nlm.nih.gov/1860731/,The EORTC Melanoma Group exchange program: evaluation of a multicenter monoclonal antibody study,"In the framework of the European Organisation for Research and Treatment of Cancer (EORTC), the Immunology and Pathology Subgroups of the Malignant Melanoma Cooperative Group undertook a large multicenter monoclonal antibody (MAb) study. Fourteen laboratories from 7 European countries tested a panel of 23 MAbs for immunohistological staining reactivity for malignant and non-malignant lesions involving the melanocytic lineage. A standardized immunoperoxidase procedure was used and the results were evaluated using a standard protocol and data evaluation form developed in collaboration with the EORTC Data Center. According to this analysis, the antibodies in the panel could be classified into 3 main groups. The first group of MAbs includes those antibodies which stained the majority (greater than 80%) of all primary tumors, irrespective of their Breslow thickness and the majority of metastatic lesions. In addition, these MAbs stained a high percentage of cells within a given lesion. Several antibodies of Group I were likewise reactive with the majority of naevoblasts and with normal melanocytes. The second group of MAbs included antibodies reacting only with a limited number of primary melanomas and metastatic lesions. Antibodies of Group II reacted only weakly, if at all, with normal melanocytes or naevocytes. The percentage of cells within a malignant lesion stained by these MAbs was always rather low. The MAb group III detected surface structures whose expression appeared to be related to tumor progression; they did not react or reacted only weakly with naevi, and they all reacted with a small number of early primary melanomas (less than 0.75 mm). The number of lesions stained increased with increasing Breslow thickness. Our study suggests that the application of a panel of well defined MAbs might be of diagnostic and prognostic value in evaluating malignant melanoma.",,S Carrel;J F Doré;D J Ruiter;M Prade;F J Lejeune;U R Kleeberg;P Rümke;E B Bröcker,melanoma
https://pubmed.ncbi.nlm.nih.gov/6694229/,Diabetes insipidus: occurrence after minor head trauma,"Post-traumatic diabetes insipidus is a rare entity, usually associated with severe head trauma, often with skull fracture and cranial nerve dysfunction. A 24-year-old male presented to a medical clinic 2 weeks after a minor head injury with presenting symptoms of polyuria with nocturia and intense polydipsia. A diagnosis of post-traumatic diabetes insipidus was made. Although other causes of polyuria syndromes must be ruled out, plotting urine versus plasma osmolalities can provide rapid preliminary diagnostic help when considering diabetes insipidus. First-line treatment should include a trial of chlorpropamide and hydrochlorothiazide. Caution should be exercised in not overlooking associated anterior pituitary damage, which may develop several years post-trauma.",,K B Kern;H W Meislin,diabetes
https://pubmed.ncbi.nlm.nih.gov/2703431/,Congenital malignant melanoma in two foals,"Two cases of congenital malignant melanomas in horses are described in this report. In each case, wide surgical excision of the mass was performed; no recurrence or metastasis was detected after a minimum of 15 months' follow-up. Melanomas are among the most common neoplasms of horses, but they typically develop in gray horses greater than 6 years old.",,J H Cox;R M DeBowes;H W Leipold,melanoma
https://pubmed.ncbi.nlm.nih.gov/24592757/,Assessment of insulin resistance in non-diabetic hypertensives in Eastern India,"To assess prevalence of insulin resistance in non-diabetic hypertensive patients in eastern part of India, a case-control study was undertaken among 112 patients of hypertension without diabetes mellitus or ischaemic heart disease and 76 age and sex matched controls. Anthropometric measurements (height, weight, waist circumference) were done and fasting blood sugar and fasting insulin levels were estimated. Among 112 patients, 50.9% (n = 57) have fasting hyperinsulinaemia, whereas in control population 12% had hyperinsulinemia (p < 0.001). Mean waist circumference was higher in hypertensive patients compared to control. No statistical difference of body mass index between cases and control found. In this study prevalence of fasting hyperinsulinaemia, considered as a surrogate marker for insulin resistance, was 50% in hypertensives. Body mass index was not associated with insulin resistance or hypertension.",,Jyotirmoy Pal;Ankit Shrivastav;Dipendranarayan Goswami;J D Mukhopadhaya;P S Karmakar;Pratim Sengupta;Suparna Chatterjee;N M Biswas,hypertension
https://pubmed.ncbi.nlm.nih.gov/32383239/,Diabetes or endocrinopathy admitted in the COVID-19 ward,"The Covid-19 pandemic confronted us with unknown clinical pictures, also in diabetology and endocrinology. Sharing clinical experiences is therefore of enormous importance. Actually, information about the care given in the Covid-19 ward (in contrast to that provided in the Emergency Room/ICU) is still sparse. The last weeks we built experience and gathered knowledge while giving hospital care to patients who had a pre-existent endocrine disease (and diabetes; most patients suffered from a type two diabetes). In our contribution we presented our insights obtained from this intensive period obtained in the Covid-19 ward.",COVID-19; diabetes; endocrinology.,Katrien Clotman;Marcel B Twickler,diabetes
https://pubmed.ncbi.nlm.nih.gov/842976/,[Diabetes insipidus in infancy. II. Study of eleven cases (author's transl)],"Eleven cases of diabetes insipidus are revised and distributed in the following four groups: I. Idiopathic diabetes insipidus, three. II. Secondary diabetes insipidus, four. III. Nephrogenic diabetes insipidus, two. IV. Psychogenic diabetes insipidus, two. In all these cases, clinical parameters, general analysis, hydric metabolism (static and dinamic), are studied. The precocious beginning of psychogenic diabetes insipidus, and some conclusions, on a difficult case of hard diagnosis are emphasized.",,R de Yturriaga;R Barrio;J A Nieto;B Rabadán;G Lledó;R Gracia,diabetes
https://pubmed.ncbi.nlm.nih.gov/7322339/,Primary dural melanoma: a clinical and morphological study,"This study reviews the literature pertaining to primary meningeal melanoma and reports the clinical and ultrastructural findings in a case where the tumor appeared to be of pachymeningeal (dural) origin. This is clearly a departure from all previously described cases, in which a leptomeningeal (pial-arachnoidal) origin was either defined or assumed. Clinically, this case was remarkable in its rarity, its presentation as a cerebellopontine angle syndrome, and its occurrence in a Negro, a race in which melanomas are uncommon. Ultrastructurally, the tumor did demonstrate the presence of basement membrane abnormalities and numerous endothelial fenestrations. However, it was found to be made up of a homogenous cell population, consisting only of electron-lucent, melanin-laden cells. The mixed cell population noted previously in a primary leptomeningeal melanoma was not found in this tumor. In view of the fact that this patient continues to do well 1 1/2 years after operation, with no evidence of tumor recurrence, it is suggested that a homogenous cell population noted on electron microscopy could indicate a better prognosis. In addition, it may also indicate a pachymeningeal rather than a leptomeningeal origin for the tumor. A plea is made for greater specificity in terminology when describing primary meningeal melanomas and for a concerted effort to distinguish between those of dural and those of leptomeningeal origin.",,R K Narayan;M J Rosner;J T Povlishock;A Girevendulis;D P Becker,melanoma
https://pubmed.ncbi.nlm.nih.gov/9223929/,Diabetes insipidus in a pediatric patient with systemic lupus erythematosus. A case report,"In systemic lupus erythematosus (SLE), the central nervous system (CNS) produces numerous and varying clinical disorders. A 14-year-old girl with the features of cerebral involvement in SLE is presented. The development of diabetes insipidus (DI), which responded to desmopressin, was an interesting finding in this case. Therapy consisting of high-dose methylprednisolone combined with cyclophosphamide was effective in improving the symptoms as well as the DI.",,N Tekin;N Kural;A K Koçak;S Köse,diabetes
https://pubmed.ncbi.nlm.nih.gov/1344532/,[Melanoma of the ORL mucosa],"The study of ENT mucous melanomas (ENT MM) was performed retrospectively, based on 20 patients treated in Bordeaux and 156 detailed files taken from the international literature. Each paragraph is followed by a review of the general literature. The ENT MM, a rare form of melanomas, presents a majority of nasal locations. The mean age is 63 years old. The sex ratio trend is towards one. The aspecific call signs partially explain the delayed diagnosis. The difficult pathological examination is assisted by tumoral markers. Mean survival is two and a half years without any clear prognostic factors as for cutaneous melanomas. Treatment is essentially surgical, but adjuvant radiotherapy may have a significant effect. The other treatments are palliative.",,J Mané;D Stoll;M M Delaunay;L Traissac,melanoma
https://pubmed.ncbi.nlm.nih.gov/32138719/,Mediastinal paraganglioma successfully resected by robot-assisted thoracoscopic surgery with en bloc chest wall resection: a case report,"Background: Robot-assisted thoracoscopic surgery (RATS) is useful for surgery in the apical region of the chest cavity, as it narrows towards the head. Here, we describe a nonfunctional, rib-invasive paraganglioma arising in the posterior mediastinum that was successfully removed using RATS combined with chest wall resection.",Mediastinal tumor; Paraganglioma; Robot-assisted thoracoscopic surgery.,Hiroaki Shidei;Hideyuki Maeda;Tamami Isaka;Takako Matsumoto;Tomoko Yamamoto;Yoji Nagashima;Masato Kanzaki,chest
