link,title,abstract,tag,author
https://pubmed.ncbi.nlm.nih.gov/22902758/,Quality improvement in gastroenterology clinical practice,"An emphasis on quality improvement (QI) is vital to the cost-effective provision of evidence-based health care. QI projects in gastroenterology have typically focused on endoscopy to minimize or eliminate procedure-related complications or errors. However, a significant component of gastroenterology care is based on the management of chronic disease. Patients with chronic diseases are seen in many different outpatient practices in the community and academia. In an attempt to ensure that every patient receives high-quality care, major gastrointestinal societies have published guidelines on the management of common gastrointestinal complaints. However, adherence to these guidelines varies. We discuss common outpatient gastrointestinal illnesses with established guidelines for management that could benefit from active QI projects; these would ensure a consistently high standard of care for every patient.",,Rakhi Kheraj;Sumeet K Tewani;Gyanprakash Ketwaroo;Daniel A Leffler
https://pubmed.ncbi.nlm.nih.gov/29102743/,Novel designs and paradigms to study the placebo response in gastroenterology,"The investigation of the placebo and the nocebo effect and their mechanisms has a rather short history of less than 20 years, especially in gastroenterology, and only the last 5 years have resulted in substantial improvement of understanding. Placebo refers to symptom improvement following a treatment, nocebo to the opposite, symptom worsening. Among the factors driving this progress are traditional psychological models derived from learning (conditioning) theory bridging into clinical science, new animal models to investigate the pharmacology of placebo analgesia, and novel study designs to overcome limitations of traditional randomized and placebo-controlled study designs in drug testing. These are explored here for their implementation and application in gastroenterology, with a focus on visceral pain and nausea.",,Paul Enck;Younbyoung Chae;Sigrid Elsenbruch
https://pubmed.ncbi.nlm.nih.gov/20938343/,Training innovations in gastroenterology and educational resources: a new vision of gastrointestinal education across Europe,"To define a new educational strategy for the United European Gastroenterology Federation (UEGF) to be followed and implemented in the near future. UEGF organized a consensus-based strategy meeting with stakeholders and key decision makers in European Gastroenterology on Training Innovations in Gastroenterology and Educational Resources. In May 2010, in an 'open-face conference' at Starnberg, Germany, 59 specialists in gastroenterology, hepatology, and related fields from 15 countries and 16 societies participated. Breakout sessions identified the key problem areas, possible solutions, and formulated statements subsequently voted upon in plenum. A majority of the formulated statements (59%) reached a strong agreement. Topics in which UEGF should focus are the future educational activities that include developing ways to advocate multidisciplinarity and integration between levels of care and specialties, ways to improve quality of care, and the development of training tools. The successful outcome of the Training Innovations in Gastroenterology and Educational Resources conference was achieved with the production of a strategy layout for new UEGF educational activities. There was an agreement that improvement in topics related to multidisciplinarity and professionalism, which is crucial for further development. An open-face conference, such as that embodied by the Training Innovations in Gastroenterology and Educational Resources meeting, was shown to be an effective tool in identifying the key problem areas in education and in formulating new strategies.",,Pascal O Berberat;Niek J de Wit;Maximilian Bockhorn;Lars Lundell;Joost P H Drenth
https://pubmed.ncbi.nlm.nih.gov/32107677/,Evolving Role and Future Directions of Natural Language Processing in Gastroenterology,"In line with the current trajectory of healthcare reform, significant emphasis has been placed on improving the utilization of data collected during a clinical encounter. Although the structured fields of electronic health records have provided a convenient foundation on which to begin such efforts, it was well understood that a substantial portion of relevant information is confined in the free-text narratives documenting care. Unfortunately, extracting meaningful information from such narratives is a non-trivial task, traditionally requiring significant manual effort. Today, computational approaches from a field known as Natural Language Processing (NLP) are poised to make a transformational impact in the analysis and utilization of these documents across healthcare practice and research, particularly in procedure-heavy sub-disciplines such as gastroenterology (GI). As such, this manuscript provides a clinically focused review of NLP systems in GI practice. It begins with a detailed synopsis around the state of NLP techniques, presenting state-of-the-art methods and typical use cases in both clinical settings and across other domains. Next, it will present a robust literature review around current applications of NLP within four prominent areas of gastroenterology including endoscopy, inflammatory bowel disease, pancreaticobiliary, and liver diseases. Finally, it concludes with a discussion of open problems and future opportunities of this technology in the field of gastroenterology and health care as a whole.",Artificial intelligence; Gastroenterology; Health care; Natural Language Processing.,Fredy Nehme;Keith Feldman
https://pubmed.ncbi.nlm.nih.gov/18560634/,Gastroenterology fellowship training: approaches to curriculum assessment and evaluation,"Background: Medical education requires ongoing curriculum development and evaluation to incorporate new knowledge and competencies. The Kern model of curricular development is a generic model to guide curriculum design, whereas the Royal College of Physicians and Surgeons of Canada (RCPSC) has a specific model for curriculum development through its accreditation structure.",,Maitreyi Raman;Eldon Shaffer;Jocelyn Lockyear
https://pubmed.ncbi.nlm.nih.gov/22372490/,Gastroenterology training in Australia: how much is enough?,Background: Advanced training in gastroenterology currently consists of 2 years of core training and 1 elective (non-core) year. We surveyed gastroenterologists 2-7 years following completion of training to determine the strengths and weaknesses of their training.,,C Leung;P De Cruz;A Jones;G Sliwka;S J Bell;G S Hebbard
https://pubmed.ncbi.nlm.nih.gov/29284272/,On the centenary of The Spanish Journal of Gastroenterology (REED),Editor-in Chief and Executive Editor summerize the recent evolution of The Spanish Journal of Gastroenterology. They tackle several questions regarding the internet impact on scientific journals.,,Javier A Cienfuegos;Enrique Pérez-Cuadrado Martínez
https://pubmed.ncbi.nlm.nih.gov/16981073/,[Ultrasound in gastroenterology--liver and spleen],"Conventional B-mode and colour duplex imaging is the first choice imaging technique after history taking and physical examination and for the interpretation of laboratory parameters. In the hands of a gastroenterologist ultrasound has become an equally important diagnostic tool as endoscopy. The constantly evolving technique with its possibility of higher resolution by use of ""harmonic imaging"" and signal enhancement with contrast medium is the reason for a practically relevant review of the situation. Practical references will be given for diagnostics of the liver and portal system including the spleen. The significance of the sonographic diagnosis of ""fatty liver"" is critically discussed. The overall importance of ultrasound to distinguish different aetiologies of diffuse liver diseases is relatively low. Nevertheless, it is a very sensitive means to detect complications of liver cirrhosis. Portosystemic shunts and typical changes in blood vessel morphology can be diagnosed by colour duplex sonography and used as indirect signs of advanced damage to liver parenchyma. In addition, ultrasound has its value in the confirmation or exclusion of dilated bile ducts as well as in the detection and differentiation of circumscribed liver lesions. The characterisation of focal liver lesions by ultrasound is sufficient in typical cases. The use of ultrasound contrast media (signal enhancers) raises the rate of differentiation and can avoid the uncritical and sequential application of radiological imaging (computed tomography [CT] or magnetic resonance imaging [MRI]). If in doubt about the nature of a lesion, a histological diagnosis remains indispensable. The examination of the spleen and its feeding vessels is regularly done in cases of diffuse parenchymal liver disease when searching for its complications, e. g., portal hypertension. Focal spleen lesions can be observed especially in the context of lymphoma (infiltration) and other bone marrow diseases. Through the application of contrast media, changes of vascularisation (e. g., infarcts) can be visualised and traumatic lesions can be diagnosed more precisely.",,D Nuernberg;A Ignee;C F Dietrich
https://pubmed.ncbi.nlm.nih.gov/28484687/,Gastroenterology Curriculum in the Canadian Medical School System,"Background and Purpose. Gastroenterology is a diverse subspecialty that covers a wide array of topics. The preclinical gastroenterology curriculum is often the only formal training that medical students receive prior to becoming residents. There is no Canadian consensus on learning objectives or instructional methods and a general lack of awareness of curriculum at other institutions. This results in variable background knowledge for residents and lack of guidance for course development. Objectives. (1) Elucidate gastroenterology topics being taught at the preclinical level. (2) Determine instructional methods employed to teach gastroenterology content. Results. A curriculum map of gastroenterology topics was constructed from 10 of the medical schools that responded. Topics often not taught included pediatric GI diseases, surgery and trauma, food allergies/intolerances, and obesity. Gastroenterology was taught primarily by gastroenterologists and surgeons. Didactic and small group teaching was the most employed teaching method. Conclusion. This study is the first step in examining the Canadian gastroenterology curriculum at a preclinical level. The data can be used to inform curriculum development so that topics generally lacking are better incorporated in the curriculum. The study can also be used as a guide for further curriculum design and alignment across the country.",,ThucNhi Tran Dang;Clarence Wong;Lana Bistritz
https://pubmed.ncbi.nlm.nih.gov/29702296/,Advances in Management of Esophageal Motility Disorders,"The widespread adoption of high-resolution manometry (HRM) has led to a restructuring in the classification of esophageal motility disorder classification summarized in the Chicago Classification, currently in version 3.0. It has become apparent that the cardinal feature of achalasia, impaired lower esophageal sphincter relaxation, can occur in several disease phenotypes: without peristalsis, with premature (spastic) distal esophageal contractions, with panesophageal pressurization, or even with preserved peristalsis. Furthermore, despite these advances in diagnostics, no single manometric pattern is perfectly sensitive or specific for idiopathic achalasia and complimentary assessments with provocative maneuvers during HRM or interrogating the esophagogastric junction with the functional luminal imaging probe during endoscopy can be useful in clarifying equivocal or inexplicable HRM findings. Using these tools, we have come to conceptualize esophageal motility disorders as characterized by obstructive physiology at the esophagogastric junction, smooth muscle esophagus, or both. Recognizing obstructive physiology as a primary target of therapy has become particularly relevant with the development of a minimally invasive technique for performing a calibrated myotomy of the esophageal circular muscle, the POEM procedure. Now and going forward, optimal management is to render treatment in a phenotype-specific manner: e.g. POEM calibrated to patient-specific physiology for spastic achalasia and spastic disorders of the smooth muscle esophagus, more conservative strategies (pneumatic dilation) for the disorders limited to the sphincter.",Dysphagia; Esophageal Motility Disorders; Esophagus; High-Resolution Manometry.,Peter J Kahrilas;Albert J Bredenoord;Dustin A Carlson;John E Pandolfino
https://pubmed.ncbi.nlm.nih.gov/24978114/,Clinical recommendations of Cochrane reviews in pediatric gastroenterology: systematic analysis,"Background: Systematic and up-to-date Cochrane reviews in pediatrics in general and in pediatric gastroenterology in particular are important tools in disseminating the best available evidence to the medical community, thus providing the physician at the bedside with invaluable information and recommendations with regard to specific clinical questions.",Cochrane review; children; evidence-based medicine; gastroenterology; meta-analysis; pediatrics.,Yvonne Goda;Harald Sauer;Dominik Schöndorf;Pia Hennes;Ludwig Gortner;Stefan Gräber;Sascha Meyer
https://pubmed.ncbi.nlm.nih.gov/28474142/,The Gastroenterology Fellowship Match: A Decade Later,"Following a period of uncertainty and disorganization, the gastroenterology (GI) national leadership decided to reinstitute the fellowship match (the Match) under the auspices of the National Residency Matching Program (NRMP) in 2006. Although it has now been a decade since the rebirth of the Match, there have been limited data published regarding progress made. In this piece, we discuss reasons for the original collapse of the GI Match, including most notably a perceived oversupply of GI physicians and a poor job market. We discuss the negative impacts the absence of the Match had on programs and on applicants, as well as the impetus to reorganize the Match under the NRMP. We then utilize data published annually by the NRMP to demonstrate that in the decade since its rebirth, the GI Match has been remarkably successful in terms of attracting the participation of applicants and programs. We show that previous misguided concerns of an oversupply of GI physicians were not realized, and that GI fellowship positions remain highly competitive for internal medicine applicants. Finally, we discuss possible implications of recent changes in the healthcare landscape on the GI Match.",Affordable Care Act; Fellowship; Gastroenterology; Job market; Match; National Residency Matching Program.,Robert J Huang;George Triadafilopoulos;David Limsui
